,Название,Код,Цена,Рейтинг,Срок(месяца),Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
458,РЕСО-Лизинг БО-П выпуск 5,RU000A100NS9,926.8,Высокий,21.0,36.8,1000.0,2.0,73.6,368.0,7.94,https://www.tinkoff.ru/invest/bonds/RU000A100NS9/
459,Ульяновская область выпуск 4,RU000A1040S8,708.3,Средний,36.0,15.49,750.0,4.0,61.96,139.41,8.75,https://www.tinkoff.ru/invest/bonds/RU000A1040S8/
460,Газпромбанк,RU000A0JUMH3,967.0,Высокий,6.0,29.14,1000.0,2.0,58.28,87.42,6.03,https://www.tinkoff.ru/invest/bonds/RU000A0JUMH3/
461,Восточная Стивидорная Компания выпуск 4,RU000A106P06,957.7,Высокий,56.0,52.03,1000.0,2.0,104.06,1456.84,10.87,https://www.tinkoff.ru/invest/bonds/RU000A106P06/
462,Охта Групп выпуск 1,RU000A102HG2,998.5,Средний,1.0,26.01,1000.0,4.0,104.04,0.0,10.42,https://www.tinkoff.ru/invest/bonds/RU000A102HG2/
463,Уралкалий выпуск 6,RU000A101GZ6,926.1,Высокий,15.0,29.67,1000.0,2.0,59.34,207.69,6.41,https://www.tinkoff.ru/invest/bonds/RU000A101GZ6/
464,ГТЛК выпуск 19,RU000A101SD8,826.2,05.06.2028,138.0,17.23,1000.0,4.0,68.92,585.82,8.34,https://www.tinkoff.ru/invest/bonds/RU000A101SD8/
465,Селектел выпуск 1,RU000A102SG9,986.9,Высокий,3.0,36.8,1000.0,2.0,73.6,36.8,7.46,https://www.tinkoff.ru/invest/bonds/RU000A102SG9/
466,Лизинг-Трейд выпуск 4,RU000A104XE0,1007.8,Средний,42.0,10.7,1000.0,12.0,128.4,32.1,12.74,https://www.tinkoff.ru/invest/bonds/RU000A104XE0/
467,Novabev Group,RU000A104Y15,939.0,Высокий,43.0,46.98,1000.0,2.0,93.96,986.58,10.01,https://www.tinkoff.ru/invest/bonds/RU000A104Y15/
468,ГТЛК выпуск 7,RU000A0JW1P8,962.5,Средний,25.0,23.75,1000.0,4.0,95.0,142.5,9.87,https://www.tinkoff.ru/invest/bonds/RU000A0JW1P8/
469,Novabev Group,RU000A104Y15,939.0,Высокий,43.0,46.98,1000.0,2.0,93.96,986.58,10.01,https://www.tinkoff.ru/invest/bonds/RU000A104Y15/
470,Авто Финанс Банк выпуск 10,RU000A105HN1,954.4,Высокий,24.0,46.2,1000.0,2.0,92.4,554.4,9.68,https://www.tinkoff.ru/invest/bonds/RU000A105HN1/
471,Башкирская содовая компания выпуск 3,RU000A106JZ9,953.8,Высокий,32.0,22.97,1000.0,4.0,91.88,183.76,9.63,https://www.tinkoff.ru/invest/bonds/RU000A106JZ9/
472,Промсвязьбанк 003Р-05,RU000A1038F9,969.9,Высокий,6.0,32.19,1000.0,2.0,64.38,96.57,6.64,https://www.tinkoff.ru/invest/bonds/RU000A1038F9/
473,Газпромбанк 001Р-22Р,RU000A105GW4,944.9,28.05.2025,108.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105GW4/
474,Магаданская область 34002,RU000A105NT6,942.1,Средний,49.0,22.97,1000.0,4.0,91.88,275.64,9.75,https://www.tinkoff.ru/invest/bonds/RU000A105NT6/
475,ВЭБ.РФ ПБО-001Р-34,RU000A105JU2,963.0,Высокий,12.0,40.54,1000.0,2.0,81.08,243.24,8.42,https://www.tinkoff.ru/invest/bonds/RU000A105JU2/
476,Ульяновская область выпуск 3,RU000A102CX8,514.635,Средний,24.0,7.39,550.0,4.0,29.56,44.34,5.74,https://www.tinkoff.ru/invest/bonds/RU000A102CX8/
477,ПАО НК Роснефть 001P-04,RU000A0JXQK2,980.3,Высокий,41.0,36.8,1000.0,2.0,73.6,736.0,7.51,https://www.tinkoff.ru/invest/bonds/RU000A0JXQK2/
478,Европлан БО 03,RU000A100W60,974.6,01.10.2024,70.0,43.33,1000.0,2.0,86.66,1516.55,8.89,https://www.tinkoff.ru/invest/bonds/RU000A100W60/
479,СДЭК-Глобал выпуск 1,RU000A102SM7,933.7,Средний,39.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102SM7/
480,Автобан-Финанс выпуск 3,RU000A103PC2,927.6,Средний,33.0,43.33,1000.0,2.0,86.66,693.28,9.34,https://www.tinkoff.ru/invest/bonds/RU000A103PC2/
481,Альфа-Банк выпуск 21,RU000A0ZYBM4,998.3,13.10.2026,107.0,56.9,1000.0,2.0,113.8,3015.7,11.4,https://www.tinkoff.ru/invest/bonds/RU000A0ZYBM4/
482,Ростелеком выпуск 3,RU000A0ZYG52,932.9,14.11.2025,47.0,39.85,1000.0,2.0,79.7,916.55,8.54,https://www.tinkoff.ru/invest/bonds/RU000A0ZYG52/
483,Альфа-Банк 2Р-22,RU000A106268,957.0,Высокий,16.0,42.28,1000.0,2.0,84.56,338.24,8.84,https://www.tinkoff.ru/invest/bonds/RU000A106268/
484,Нижегородская область выпуск 15,RU000A102DS6,895.0,Высокий,30.0,13.22,1000.0,4.0,52.88,92.54,5.91,https://www.tinkoff.ru/invest/bonds/RU000A102DS6/
485,Европлан 001Р-04,RU000A103S14,582.9,Высокий,16.0,11.4,600.0,4.0,45.6,45.6,7.82,https://www.tinkoff.ru/invest/bonds/RU000A103S14/
486,Томск выпуск 7,RU000A1018A2,382.8,Средний,13.0,6.35,400.0,4.0,25.4,19.05,6.64,https://www.tinkoff.ru/invest/bonds/RU000A1018A2/
487,Новотранс выпуск 3,RU000A105CM4,970.3,Высокий,47.0,25.32,1000.0,4.0,101.28,278.52,10.44,https://www.tinkoff.ru/invest/bonds/RU000A105CM4/
488,Новотранс выпуск 4,RU000A106SP1,982.0,Высокий,33.0,26.54,1000.0,4.0,106.16,212.32,10.81,https://www.tinkoff.ru/invest/bonds/RU000A106SP1/
489,Южуралзолото ГК оббП03,RU000A106656,949.0,Высокий,23.0,43.59,1000.0,2.0,87.18,479.49,9.19,https://www.tinkoff.ru/invest/bonds/RU000A106656/
490,Карачаево-Черкесская республика выпуск 1,RU000A0ZYL22,729.675,Высокий,13.0,14.09,750.0,4.0,56.36,42.27,7.72,https://www.tinkoff.ru/invest/bonds/RU000A0ZYL22/
491,Банк ВТБ Б-1-319,RU000A106DN8,973.9,Высокий,7.0,6.0,1000.0,12.0,72.0,0.0,7.39,https://www.tinkoff.ru/invest/bonds/RU000A106DN8/
492,ПАО НК Роснефть 002P-05,RU000A0ZYVU5,983.9,28.02.2024,51.0,31.32,1000.0,2.0,62.64,783.0,6.37,https://www.tinkoff.ru/invest/bonds/RU000A0ZYVU5/
493,МОЭК выпуск 3,RU000A101228,966.0,Высокий,23.0,40.28,1000.0,2.0,80.56,443.08,8.34,https://www.tinkoff.ru/invest/bonds/RU000A101228/
494,Альфа-Банк выпуск 18,RU000A0JX5W4,959.8,Высокий,97.0,40.28,1000.0,2.0,80.56,1933.44,8.39,https://www.tinkoff.ru/invest/bonds/RU000A0JX5W4/
495,Ульяновская область 34005,RU000A106607,947.8,Средний,53.0,22.97,1000.0,4.0,91.88,298.61,9.69,https://www.tinkoff.ru/invest/bonds/RU000A106607/
496,АФК Система выпуск 1,RU000A0JVUK8,957.9,Средний,22.0,45.5,1000.0,2.0,91.0,500.5,9.5,https://www.tinkoff.ru/invest/bonds/RU000A0JVUK8/
497,Славнефть,RU000A104WF9,963.5,25.06.2025,103.0,22.01,1000.0,4.0,88.04,550.25,9.14,https://www.tinkoff.ru/invest/bonds/RU000A104WF9/
498,О'КЕЙ выпуск 4,RU000A102BK7,866.3,09.11.2023,83.0,21.4,1000.0,4.0,85.6,428.0,9.88,https://www.tinkoff.ru/invest/bonds/RU000A102BK7/
499,РЕСО-Лизинг БО-П выпуск 7,RU000A100XU4,963.0,Высокий,11.0,37.5,1000.0,2.0,75.0,187.5,7.79,https://www.tinkoff.ru/invest/bonds/RU000A100XU4/
500,Уральская Сталь выпуск 1,RU000A105Q63,958.9,Высокий,25.0,46.81,1000.0,2.0,93.62,561.72,9.76,https://www.tinkoff.ru/invest/bonds/RU000A105Q63/
501,Вымпелком 1Р-07,RU000A105WP5,887.7,12.02.2029,63.0,21.32,1000.0,4.0,85.28,319.8,9.61,https://www.tinkoff.ru/invest/bonds/RU000A105WP5/
502,ТомскАдм 8,RU000A102LR1,558.0,Средний,25.0,8.7,600.0,4.0,34.8,52.2,6.24,https://www.tinkoff.ru/invest/bonds/RU000A102LR1/
503,Альфа-Банк 2Р-23,RU000A106AJ2,939.7,Высокий,24.0,41.85,1000.0,2.0,83.7,502.2,8.91,https://www.tinkoff.ru/invest/bonds/RU000A106AJ2/
504,Металлоинвест БО выпуск 4,RU000A101EF3,875.0,09.02.2026,74.0,28.36,1000.0,2.0,56.72,1049.32,6.48,https://www.tinkoff.ru/invest/bonds/RU000A101EF3/
505,Ростелеком,RU000A1051E5,919.5,Высокий,26.0,37.93,1000.0,2.0,75.86,493.09,8.25,https://www.tinkoff.ru/invest/bonds/RU000A1051E5/
506,Авто Финанс Банк БО-1P выпуск 9,RU000A103NY1,959.9,Высокий,10.0,34.19,1000.0,2.0,68.38,170.95,7.12,https://www.tinkoff.ru/invest/bonds/RU000A103NY1/
507,РСХБ выпуск 4,RU000A103N84,979.1,12.03.2024,33.0,33.76,1000.0,2.0,67.52,540.16,6.9,https://www.tinkoff.ru/invest/bonds/RU000A103N84/
508,VK выпуск 1,RU000A103QK3,882.0,Высокий,34.0,34.19,1000.0,2.0,68.38,581.23,7.75,https://www.tinkoff.ru/invest/bonds/RU000A103QK3/
509,Светофор Групп выпуск 2,RU000A1020W2,693.7,Средний,20.0,18.18,700.0,4.0,72.72,90.9,10.48,https://www.tinkoff.ru/invest/bonds/RU000A1020W2/
510,Газпромбанк выпуск 10,RU000A0JUV08,961.5,Высокий,10.0,35.32,1000.0,2.0,70.64,176.6,7.35,https://www.tinkoff.ru/invest/bonds/RU000A0JUV08/
511,Санкт-Петербург выпуск 1,RU000A0ZYHX8,949.0,Высокий,18.0,33.32,1000.0,2.0,66.64,299.88,7.02,https://www.tinkoff.ru/invest/bonds/RU000A0ZYHX8/
512,Промсвязьбанк 003P выпуск 7,RU000A103PE8,962.9,Высокий,10.0,35.32,1000.0,2.0,70.64,176.6,7.34,https://www.tinkoff.ru/invest/bonds/RU000A103PE8/
513,РЖД выпуск 23,RU000A0JQRD9,945.5,Высокий,14.0,34.02,1000.0,2.0,68.04,238.14,7.2,https://www.tinkoff.ru/invest/bonds/RU000A0JQRD9/
514,Озон выпуск 1,RU000A1060X6,1005.0,Высокий,28.0,28.19,1000.0,4.0,112.76,197.33,11.22,https://www.tinkoff.ru/invest/bonds/RU000A1060X6/
515,Тойота Банк выпуск 5,RU000A104L36,975.7,Высокий,15.0,47.85,1000.0,2.0,95.7,334.95,9.81,https://www.tinkoff.ru/invest/bonds/RU000A104L36/
516,МТС Банк выпуск 2,RU000A1051U1,950.5,Высокий,20.0,20.71,1000.0,4.0,82.84,103.55,8.72,https://www.tinkoff.ru/invest/bonds/RU000A1051U1/
517,Балтийский лизинг БО-П07,RU000A106144,969.4,26.03.2026,28.0,47.68,1000.0,2.0,95.36,667.52,9.84,https://www.tinkoff.ru/invest/bonds/RU000A106144/
518,Омская область выпуск 4,RU000A102DR8,912.4,Высокий,24.0,13.92,1000.0,4.0,55.68,83.52,6.1,https://www.tinkoff.ru/invest/bonds/RU000A102DR8/
519,СЭЗ им. Серго Орджоникидзе выпуск 2,RU000A102556,942.1,Средний,46.0,22.62,1000.0,4.0,90.48,248.82,9.6,https://www.tinkoff.ru/invest/bonds/RU000A102556/
520,Газпром БО-22,RU000A0ZZES2,928.8,29.07.2025,295.0,35.06,1000.0,2.0,70.12,5153.82,7.55,https://www.tinkoff.ru/invest/bonds/RU000A0ZZES2/
521,Почта России,RU000A104W33,907.7,16.06.2028,102.0,44.02,1000.0,2.0,88.04,2245.02,9.7,https://www.tinkoff.ru/invest/bonds/RU000A104W33/
522,ВИС Финанс выпуск 2,RU000A102VK5,985.0,Высокий,4.0,19.84,1000.0,4.0,79.36,19.84,8.06,https://www.tinkoff.ru/invest/bonds/RU000A102VK5/
523,МТС выпуск 6,RU000A0ZYWY5,934.7,Высокий,15.0,31.41,1000.0,2.0,62.82,219.87,6.72,https://www.tinkoff.ru/invest/bonds/RU000A0ZYWY5/
524,Газпром капитал БО-001Р выпуск 10,RU000A106672,921.2,Высокий,53.0,21.23,1000.0,4.0,84.92,275.99,9.22,https://www.tinkoff.ru/invest/bonds/RU000A106672/
525,Газпром капитал БО-001Р выпуск 3,RU000A101QM3,903.0,Высокий,18.0,24.71,1000.0,2.0,49.42,222.39,5.47,https://www.tinkoff.ru/invest/bonds/RU000A101QM3/
526,Свердловская область 35009,RU000A102CT6,897.8,Высокий,48.0,13.48,1000.0,4.0,53.92,161.76,6.01,https://www.tinkoff.ru/invest/bonds/RU000A102CT6/
527,Лайфстрим выпуск 1,RU000A102QX8,994.0,Средний,2.0,21.66,1000.0,4.0,86.64,0.0,8.72,https://www.tinkoff.ru/invest/bonds/RU000A102QX8/
528,Газпромбанк 001P выпуск 14,RU000A101350,943.8,Высокий,12.0,30.19,1000.0,2.0,60.38,181.14,6.4,https://www.tinkoff.ru/invest/bonds/RU000A101350/
529,ОФЗ 46023,SU46023RMFS6,283.5,Высокий,32.0,10.61,300.0,2.0,21.22,169.76,7.49,https://www.tinkoff.ru/invest/bonds/SU46023RMFS6/
530,АФК Система выпуск 6,RU000A0JXN21,921.9,Средний,40.0,45.5,1000.0,2.0,91.0,910.0,9.87,https://www.tinkoff.ru/invest/bonds/RU000A0JXN21/
531,Восточная Стивидорная Компания выпуск 1,RU000A102G50,888.7,Высокий,24.0,28.36,1000.0,2.0,56.72,340.32,6.38,https://www.tinkoff.ru/invest/bonds/RU000A102G50/
532,Автодор БО-5 выпуск 3,RU000A106R53,989.9,Средний,33.0,26.36,1000.0,4.0,105.44,210.88,10.65,https://www.tinkoff.ru/invest/bonds/RU000A106R53/
533,Сбербанк выпуск SbD1R,RU000A103KG4,853.0,Высокий,15.0,,1000.0,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103KG4/
534,Газпром выпуск 23,RU000A0ZZET0,929.7,29.07.2025,295.0,35.06,1000.0,2.0,70.12,5153.82,7.54,https://www.tinkoff.ru/invest/bonds/RU000A0ZZET0/
535,Трансмашхолдинг ПБО-06,RU000A1038D4,899.0,Высокий,30.0,34.89,1000.0,2.0,69.78,523.35,7.76,https://www.tinkoff.ru/invest/bonds/RU000A1038D4/
536,Норильский Никель БО-001Р выпуск 1,RU000A100VQ6,953.8,Высокий,10.0,30.45,1000.0,2.0,60.9,152.25,6.38,https://www.tinkoff.ru/invest/bonds/RU000A100VQ6/
537,Ростелеком 002P выпуск 2,RU000A101FG8,840.6,Средний,39.0,28.8,1000.0,2.0,57.6,547.2,6.85,https://www.tinkoff.ru/invest/bonds/RU000A101FG8/
538,ИКС 5 ФИНАНС 002Р-02,RU000A105JP2,947.1,03.06.2025,48.0,38.54,1000.0,2.0,77.08,924.96,8.14,https://www.tinkoff.ru/invest/bonds/RU000A105JP2/
539,Ростелеком выпуск 2,RU000A0JXPN8,1003.5,21.10.2024,41.0,57.25,1000.0,2.0,114.5,1145.0,11.41,https://www.tinkoff.ru/invest/bonds/RU000A0JXPN8/
540,РЖД выпуск 19,RU000A0JQ7Z2,969.6,Высокий,7.0,34.02,1000.0,2.0,68.04,102.06,7.02,https://www.tinkoff.ru/invest/bonds/RU000A0JQ7Z2/
541,РЖД 001Р выпуск 5,RU000A0ZYU05,893.7,13.02.2026,110.0,31.32,1000.0,2.0,62.64,1722.6,7.01,https://www.tinkoff.ru/invest/bonds/RU000A0ZYU05/
542,Республика Башкортостан 34013,RU000A106FT0,933.7,Высокий,31.0,20.27,1000.0,4.0,81.08,141.89,8.68,https://www.tinkoff.ru/invest/bonds/RU000A106FT0/
543,Селектел выпуск 2,RU000A105FS4,975.6,Высокий,24.0,49.85,1000.0,2.0,99.7,598.2,10.22,https://www.tinkoff.ru/invest/bonds/RU000A105FS4/
544,Совкомбанк БО-П4,RU000A103NZ8,965.7,Высокий,9.0,17.49,1000.0,4.0,69.96,34.98,7.24,https://www.tinkoff.ru/invest/bonds/RU000A103NZ8/
545,РЖД 001Р выпуск 1,RU000A0JXN05,948.0,Высокий,102.0,39.24,1000.0,2.0,78.48,2001.24,8.28,https://www.tinkoff.ru/invest/bonds/RU000A0JXN05/
546,Хэдхантер выпуск 1,RU000A102GY7,994.0,Высокий,1.0,13.92,1000.0,4.0,55.68,0.0,5.6,https://www.tinkoff.ru/invest/bonds/RU000A102GY7/
547,МТС 001P-22,RU000A1051T3,971.0,Высокий,8.0,17.92,1000.0,4.0,71.68,35.84,7.38,https://www.tinkoff.ru/invest/bonds/RU000A1051T3/
548,ВЭБ.РФ ПБО-001P-18,RU000A1013P1,867.0,Высокий,36.0,31.49,1000.0,2.0,62.98,566.82,7.26,https://www.tinkoff.ru/invest/bonds/RU000A1013P1/
549,Альфа-Банк 002Р-18,RU000A105HJ9,967.3,Высокий,12.0,40.28,1000.0,2.0,80.56,241.68,8.33,https://www.tinkoff.ru/invest/bonds/RU000A105HJ9/
550,Ростелеком 002P выпуск 8,RU000A104VS4,964.9,Высокий,19.0,44.2,1000.0,2.0,88.4,397.8,9.16,https://www.tinkoff.ru/invest/bonds/RU000A104VS4/
551,ТФН выпуск 1,RU000A102QY6,248.975,Низкий,2.0,6.44,250.0,4.0,25.76,0.0,10.35,https://www.tinkoff.ru/invest/bonds/RU000A102QY6/
552,Альфа-Банк 002Р-18,RU000A105HJ9,967.3,Высокий,12.0,40.28,1000.0,2.0,80.56,241.68,8.33,https://www.tinkoff.ru/invest/bonds/RU000A105HJ9/
553,ТФН выпуск 1,RU000A102QY6,248.975,Низкий,2.0,6.44,250.0,4.0,25.76,0.0,10.35,https://www.tinkoff.ru/invest/bonds/RU000A102QY6/
554,Ростелеком 002P выпуск 8,RU000A104VS4,964.9,Высокий,19.0,44.2,1000.0,2.0,88.4,397.8,9.16,https://www.tinkoff.ru/invest/bonds/RU000A104VS4/
555,РСХБ выпуск БО-12-002Р,RU000A106FV6,939.8,Высокий,31.0,43.15,1000.0,2.0,86.3,647.25,9.18,https://www.tinkoff.ru/invest/bonds/RU000A106FV6/
556,ФСК Россети 001P-07R,RU000A105PH6,946.3,27.06.2025,168.0,19.05,1000.0,4.0,76.2,800.1,8.05,https://www.tinkoff.ru/invest/bonds/RU000A105PH6/
557,Казахстан выпуск 11,RU000A101RZ3,744.7,Средний,82.0,29.58,1000.0,2.0,59.16,1212.78,7.94,https://www.tinkoff.ru/invest/bonds/RU000A101RZ3/
558,Черкизово выпуск 4,RU000A102LD1,992.0,27.12.2023,25.0,13.83,1000.0,4.0,55.32,82.98,5.58,https://www.tinkoff.ru/invest/bonds/RU000A102LD1/
559,РЖД 001Р выпуск 2,RU000A0JXQ44,911.3,21.04.2026,160.0,36.8,1000.0,2.0,73.6,2944.0,8.08,https://www.tinkoff.ru/invest/bonds/RU000A0JXQ44/
560,ДОМ.РФ Социальные облигации выпуск 1,RU000A103RD6,956.9,Высокий,12.0,35.06,1000.0,2.0,70.12,210.36,7.33,https://www.tinkoff.ru/invest/bonds/RU000A103RD6/
561,РОСБАНК БО-003P-01,RU000A1062L7,943.0,Высокий,28.0,42.89,1000.0,2.0,85.78,600.46,9.1,https://www.tinkoff.ru/invest/bonds/RU000A1062L7/
562,Novabev Group БО-П03,RU000A1015E0,727.875,Высокий,12.0,26.8,750.0,2.0,53.6,160.8,7.36,https://www.tinkoff.ru/invest/bonds/RU000A1015E0/
563,РЖД ОАО БО 001Р-17R,RU000A1010M4,899.0,Высокий,23.0,29.23,1000.0,2.0,58.46,321.53,6.5,https://www.tinkoff.ru/invest/bonds/RU000A1010M4/
564,Сбер Банк 001P-SBER42,RU000A105SD9,954.9,Высокий,15.0,38.11,1000.0,2.0,76.22,266.77,7.98,https://www.tinkoff.ru/invest/bonds/RU000A105SD9/
565,Черкизово выпуск БО-001Р-05,RU000A105C28,956.2,Высокий,23.0,21.58,1000.0,4.0,86.32,107.9,9.03,https://www.tinkoff.ru/invest/bonds/RU000A105C28/
566,Новосибирская область выпуск 21,RU000A102895,924.8,Высокий,23.0,12.62,1000.0,4.0,50.48,63.1,5.46,https://www.tinkoff.ru/invest/bonds/RU000A102895/
567,ПР-Лизинг выпуск 3,RU000A100Q35,987.4,Средний,31.0,7.83,1000.0,12.0,93.96,15.66,9.52,https://www.tinkoff.ru/invest/bonds/RU000A100Q35/
568,Магнит БО-004Р-01,RU000A105KQ8,939.0,Высокий,24.0,39.67,1000.0,2.0,79.34,476.04,8.45,https://www.tinkoff.ru/invest/bonds/RU000A105KQ8/
569,Газпром Капитал БО-001Р-08,RU000A105U00,935.0,Высокий,26.0,39.85,1000.0,2.0,79.7,518.05,8.52,https://www.tinkoff.ru/invest/bonds/RU000A105U00/
570,Волгоградская область выпуск 7,RU000A0JXSD3,292.29,Высокий,6.0,5.13,300.0,4.0,20.52,5.13,7.02,https://www.tinkoff.ru/invest/bonds/RU000A0JXSD3/
571,Сбербанк,RU000A103WV8,966.7,Высокий,12.0,38.98,1000.0,2.0,77.96,233.88,8.06,https://www.tinkoff.ru/invest/bonds/RU000A103WV8/
572,ТД РКС-Сочи 002Р-1,RU000A102KQ5,1000.0,Средний,1.0,27.06,1000.0,4.0,108.24,0.0,10.82,https://www.tinkoff.ru/invest/bonds/RU000A102KQ5/
573,Мираторг выпуск 1,RU000A103KA7,969.4,Высокий,9.0,35.93,1000.0,2.0,71.86,143.72,7.41,https://www.tinkoff.ru/invest/bonds/RU000A103KA7/
574,Курская область выпуск 1,RU000A0ZYCD1,284.58,Высокий,23.0,5.13,300.0,4.0,20.52,25.65,7.21,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCD1/
575,Свердловская область,RU000A102HF4,496.75,Высокий,1.0,6.35,500.0,4.0,25.4,0.0,5.11,https://www.tinkoff.ru/invest/bonds/RU000A102HF4/
576,Свердловская область выпуск 4,RU000A0ZYDU3,375.76,Высокий,23.0,6.61,400.0,4.0,26.44,33.05,7.04,https://www.tinkoff.ru/invest/bonds/RU000A0ZYDU3/
577,Банк ДОМ.РФ Зеленые облигации 001Р-01,RU000A105VR3,966.9,Высокий,15.0,42.02,1000.0,2.0,84.04,294.14,8.69,https://www.tinkoff.ru/invest/bonds/RU000A105VR3/
578,Газпром нефть 003P-05R,RU000A105KP0,939.7,Средний,24.0,19.49,1000.0,4.0,77.96,116.94,8.3,https://www.tinkoff.ru/invest/bonds/RU000A105KP0/
579,Полюс ПБО-1,RU000A100XC2,956.9,10.10.2024,70.0,31.32,1000.0,2.0,62.64,1096.2,6.55,https://www.tinkoff.ru/invest/bonds/RU000A100XC2/
580,Ярославская область выпуск 16,RU000A0ZZEM5,663.25,Высокий,22.0,12.01,700.0,4.0,48.04,60.05,7.24,https://www.tinkoff.ru/invest/bonds/RU000A0ZZEM5/
581,РУСАЛ Братск выпуск 1,RU000A0JWDN6,748.5,Высокий,28.0,0.0,1000.0,2.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWDN6/
582,Газпром Капитал БО-001Р-07,RU000A105GE2,941.4,Высокий,24.0,39.67,1000.0,2.0,79.34,476.04,8.43,https://www.tinkoff.ru/invest/bonds/RU000A105GE2/
583,МТС 001P-23,RU000A105NA6,959.6,Высокий,13.0,18.18,1000.0,4.0,72.72,54.54,7.58,https://www.tinkoff.ru/invest/bonds/RU000A105NA6/
584,Вымпелком 001Р-06,RU000A105TY3,938.3,14.02.2028,51.0,22.62,1000.0,4.0,90.48,271.44,9.64,https://www.tinkoff.ru/invest/bonds/RU000A105TY3/
585,Газпром Капитал,RU000A101QN1,815.0,Высокий,42.0,25.58,1000.0,2.0,51.16,537.18,6.28,https://www.tinkoff.ru/invest/bonds/RU000A101QN1/
586,ВЭБ.РФ ПБО-001Р-19,RU000A101TB0,830.1,Высокий,43.0,28.54,1000.0,2.0,57.08,599.34,6.88,https://www.tinkoff.ru/invest/bonds/RU000A101TB0/
587,Газпромбанк 001Р-21Р,RU000A104B46,953.0,02.07.2025,97.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A104B46/
588,СИБУР Холдинг 001Р выпуск 1,RU000A104XW2,939.9,Высокий,26.0,19.84,1000.0,4.0,79.36,119.04,8.44,https://www.tinkoff.ru/invest/bonds/RU000A104XW2/
589,Москва выпуск 72,RU000A1030S9,974.5,Высокий,5.0,28.36,1000.0,2.0,56.72,56.72,5.82,https://www.tinkoff.ru/invest/bonds/RU000A1030S9/
590,Санкт-Петербург выпуск 2,RU000A0ZYKJ1,696.15,Высокий,36.0,24.88,750.0,2.0,49.76,447.84,7.15,https://www.tinkoff.ru/invest/bonds/RU000A0ZYKJ1/
591,РусГидро БО-П09,RU000A105SL2,937.5,Высокий,26.0,39.85,1000.0,2.0,79.7,518.05,8.5,https://www.tinkoff.ru/invest/bonds/RU000A105SL2/
592,ЕвразХолдинг Финанс 002P-01R,RU000A100P85,961.2,Высокий,8.0,34.45,1000.0,2.0,68.9,137.8,7.17,https://www.tinkoff.ru/invest/bonds/RU000A100P85/
593,Альфа-Банк 002Р выпуск 11,RU000A1030D1,977.2,Высокий,5.0,30.45,1000.0,2.0,60.9,60.9,6.23,https://www.tinkoff.ru/invest/bonds/RU000A1030D1/
594,МТС 001Р-24,RU000A105ZP8,959.9,Средний,16.0,19.57,1000.0,4.0,78.28,78.28,8.16,https://www.tinkoff.ru/invest/bonds/RU000A105ZP8/
595,Ростелеком 2P-10R,RU000A105UU9,939.9,Высокий,27.0,19.92,1000.0,4.0,79.68,119.52,8.48,https://www.tinkoff.ru/invest/bonds/RU000A105UU9/
596,Магнит БО-004Р-03,RU000A105TP1,940.9,Высокий,50.0,19.92,1000.0,4.0,79.68,239.04,8.47,https://www.tinkoff.ru/invest/bonds/RU000A105TP1/
597,Трансмашхолдинг ПБО-04,RU000A1018C8,930.4,Высокий,13.0,30.1,1000.0,2.0,60.2,180.6,6.47,https://www.tinkoff.ru/invest/bonds/RU000A1018C8/
598,Красноярский край выпуск 13,RU000A0ZYCM2,481.5,Высокий,10.0,8.44,500.0,4.0,33.76,16.88,7.01,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCM2/
599,РусГидро,RU000A105HC4,939.9,Высокий,24.0,38.98,1000.0,2.0,77.96,467.76,8.29,https://www.tinkoff.ru/invest/bonds/RU000A105HC4/
600,МегаФон БО-2 выпуск 3,RU000A1065S5,956.6,Высокий,17.0,19.23,1000.0,4.0,76.92,76.92,8.04,https://www.tinkoff.ru/invest/bonds/RU000A1065S5/
601,МТС выпуск 10,RU000A100HU7,938.6,Высокий,19.0,17.31,1000.0,4.0,69.24,69.24,7.38,https://www.tinkoff.ru/invest/bonds/RU000A100HU7/
602,Альфа-Банк 002Р выпуск 10,RU000A102S80,983.0,Высокий,3.0,26.97,1000.0,2.0,53.94,26.97,5.49,https://www.tinkoff.ru/invest/bonds/RU000A102S80/
603,РЖД 001Р выпуск 21,RU000A102QP4,839.7,Высокий,43.0,29.67,1000.0,2.0,59.34,623.07,7.07,https://www.tinkoff.ru/invest/bonds/RU000A102QP4/
604,Казахстан выпуск 7,RU000A101RV2,825.0,Высокий,46.0,28.36,1000.0,2.0,56.72,652.28,6.88,https://www.tinkoff.ru/invest/bonds/RU000A101RV2/
605,ДОМ.РФ 001P-15R,RU000A1065K2,954.3,Высокий,17.0,38.37,1000.0,2.0,76.74,306.96,8.04,https://www.tinkoff.ru/invest/bonds/RU000A1065K2/
