,Название,Код,Цена,Рейтинг,Срок(месяца),Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
458,Почта России,RU000A1055Y4,892.2,06.09.2027,105.0,40.11,1000.0,2.0,80.22,2085.72,8.99,https://www.tinkoff.ru/invest/bonds/RU000A1055Y4/
459,РЖД 001Р выпуск 1,RU000A0JXN05,943.7,Высокий,102.0,39.24,1000.0,2.0,78.48,2001.24,8.32,https://www.tinkoff.ru/invest/bonds/RU000A0JXN05/
460,Новотранс выпуск 3,RU000A105CM4,974.9,Высокий,47.0,25.32,1000.0,4.0,101.28,278.52,10.39,https://www.tinkoff.ru/invest/bonds/RU000A105CM4/
461,Альфа-Банк 2Р-22,RU000A106268,957.7,Высокий,16.0,42.28,1000.0,2.0,84.56,338.24,8.83,https://www.tinkoff.ru/invest/bonds/RU000A106268/
462,ГПБ (АО) БО-17,RU000A0ZYEE5,957.6,Высокий,11.0,35.32,1000.0,2.0,70.64,176.6,7.38,https://www.tinkoff.ru/invest/bonds/RU000A0ZYEE5/
463,Балтийский лизинг БО-П07,RU000A106144,963.1,26.03.2026,28.0,47.68,1000.0,2.0,95.36,667.52,9.9,https://www.tinkoff.ru/invest/bonds/RU000A106144/
464,Газпром Капитал 001Б-02,RU000A1039A8,930000.0,Средний,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1039A8/
465,Вымпелком 001Р-06,RU000A105TY3,929.2,14.02.2028,51.0,22.62,1000.0,4.0,90.48,271.44,9.74,https://www.tinkoff.ru/invest/bonds/RU000A105TY3/
466,Металлоинвест БО выпуск 4,RU000A101EF3,880.0,09.02.2026,74.0,28.36,1000.0,2.0,56.72,1049.32,6.45,https://www.tinkoff.ru/invest/bonds/RU000A101EF3/
467,Авто Финанс Банк выпуск 10,RU000A105HN1,950.5,Высокий,24.0,46.2,1000.0,2.0,92.4,554.4,9.72,https://www.tinkoff.ru/invest/bonds/RU000A105HN1/
468,Южуралзолото ГК оббП03,RU000A106656,953.0,Высокий,23.0,43.59,1000.0,2.0,87.18,479.49,9.15,https://www.tinkoff.ru/invest/bonds/RU000A106656/
469,Краснодар,RU000A102KT9,950.9,Высокий,25.0,13.92,1000.0,4.0,55.68,83.52,5.86,https://www.tinkoff.ru/invest/bonds/RU000A102KT9/
470,Уралкалий выпуск 6,RU000A101GZ6,930.0,Высокий,15.0,29.67,1000.0,2.0,59.34,207.69,6.38,https://www.tinkoff.ru/invest/bonds/RU000A101GZ6/
471,ТрансмхПБ7,RU000A106CU5,942.0,05.06.2026,30.0,44.2,1000.0,2.0,88.4,663.0,9.38,https://www.tinkoff.ru/invest/bonds/RU000A106CU5/
472,Газпром капитал БО-001Р выпуск 10,RU000A106672,922.0,Высокий,53.0,21.23,1000.0,4.0,84.92,275.99,9.21,https://www.tinkoff.ru/invest/bonds/RU000A106672/
473,Автодор БО-3 выпуск 1,RU000A102H91,830.397,Средний,25.0,26.97,930.0,2.0,53.94,323.64,6.5,https://www.tinkoff.ru/invest/bonds/RU000A102H91/
474,СУЭК-Финанс выпуск 5,RU000A101CQ4,933.1,27.01.2025,74.0,29.93,1000.0,2.0,59.86,1107.41,6.42,https://www.tinkoff.ru/invest/bonds/RU000A101CQ4/
475,Автобан-Финанс выпуск 1,RU000A0JXQ51,988.0,Высокий,5.0,43.33,1000.0,2.0,86.66,86.66,8.77,https://www.tinkoff.ru/invest/bonds/RU000A0JXQ51/
476,ТрансКонтейнер ПБО выпуск 1,RU000A100YE6,480.6,Высокий,11.0,15.66,500.0,2.0,31.32,78.3,6.52,https://www.tinkoff.ru/invest/bonds/RU000A100YE6/
477,Атомэнергопром 001P-02,RU000A105K85,931.6,Высокий,24.0,38.8,1000.0,2.0,77.6,465.6,8.33,https://www.tinkoff.ru/invest/bonds/RU000A105K85/
478,Автодор БО-3 выпуск 2,RU000A104XR2,936.4,Средний,43.0,46.11,1000.0,2.0,92.22,968.31,9.85,https://www.tinkoff.ru/invest/bonds/RU000A104XR2/
479,РЖД 001Р выпуск 5,RU000A0ZYU05,894.6,13.02.2026,110.0,31.32,1000.0,2.0,62.64,1722.6,7.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYU05/
480,АльфаБанк 002Р выпуск 12,RU000A1036E6,969.5,Высокий,6.0,31.15,1000.0,2.0,62.3,93.45,6.43,https://www.tinkoff.ru/invest/bonds/RU000A1036E6/
481,ВЭБ.РФ ПБО-001P-18,RU000A1013P1,865.0,Высокий,36.0,31.49,1000.0,2.0,62.98,566.82,7.28,https://www.tinkoff.ru/invest/bonds/RU000A1013P1/
482,АФК Система выпуск 18,RU000A102SV8,995.2,30.11.2023,87.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102SV8/
483,Автобан-Финанс выпуск 2,RU000A100733,980.0,Высокий,4.0,31.41,1000.0,2.0,62.82,62.82,6.41,https://www.tinkoff.ru/invest/bonds/RU000A100733/
484,Трансмашхолдинг ПБО-06,RU000A1038D4,898.9,Высокий,30.0,34.89,1000.0,2.0,69.78,523.35,7.76,https://www.tinkoff.ru/invest/bonds/RU000A1038D4/
485,Ростелеком 002P выпуск 2,RU000A101FG8,840.5,Средний,39.0,28.8,1000.0,2.0,57.6,547.2,6.85,https://www.tinkoff.ru/invest/bonds/RU000A101FG8/
486,Вымпелком 1Р-07,RU000A105WP5,896.4,12.02.2029,63.0,21.32,1000.0,4.0,85.28,319.8,9.51,https://www.tinkoff.ru/invest/bonds/RU000A105WP5/
487,Промсвязьбанк 003P выпуск 7,RU000A103PE8,964.0,Высокий,10.0,35.32,1000.0,2.0,70.64,176.6,7.33,https://www.tinkoff.ru/invest/bonds/RU000A103PE8/
488,МТС Банк выпуск 2,RU000A1051U1,953.8,Высокий,20.0,20.71,1000.0,4.0,82.84,103.55,8.69,https://www.tinkoff.ru/invest/bonds/RU000A1051U1/
489,Газпромбанк выпуск 10,RU000A0JUV08,962.5,Высокий,10.0,35.32,1000.0,2.0,70.64,176.6,7.34,https://www.tinkoff.ru/invest/bonds/RU000A0JUV08/
490,Восточная Стивидорная Компания выпуск 2,RU000A104362,921.7,Средний,36.0,41.41,1000.0,2.0,82.82,745.38,8.99,https://www.tinkoff.ru/invest/bonds/RU000A104362/
491,ПАО НК Роснефть 001P-04,RU000A0JXQK2,981.5,Высокий,41.0,36.8,1000.0,2.0,73.6,736.0,7.5,https://www.tinkoff.ru/invest/bonds/RU000A0JXQK2/
492,Совкомбанк БО-П4,RU000A103NZ8,964.0,Высокий,9.0,17.49,1000.0,4.0,69.96,34.98,7.26,https://www.tinkoff.ru/invest/bonds/RU000A103NZ8/
493,Нафтатранс Плюс выпуск 2,RU000A100YD8,3997.3997,Низкий,10.0,42.8,3997.0,12.0,513.6,0.0,12.85,https://www.tinkoff.ru/invest/bonds/RU000A100YD8/
494,МТС 001P-23,RU000A105NA6,957.8,Высокий,13.0,18.18,1000.0,4.0,72.72,54.54,7.59,https://www.tinkoff.ru/invest/bonds/RU000A105NA6/
495,Ростелеком выпуск 2,RU000A0JXPN8,1004.2,21.10.2024,41.0,57.25,1000.0,2.0,114.5,1145.0,11.4,https://www.tinkoff.ru/invest/bonds/RU000A0JXPN8/
496,Газпром Капитал БО-001Р-08,RU000A105U00,933.1,Высокий,26.0,39.85,1000.0,2.0,79.7,518.05,8.54,https://www.tinkoff.ru/invest/bonds/RU000A105U00/
497,КАМАЗ,RU000A104ZC9,986.4,24.07.2024,20.0,23.4,1000.0,4.0,93.6,117.0,9.49,https://www.tinkoff.ru/invest/bonds/RU000A104ZC9/
498,Асфальтобетонный завод № 1 выпуск 1,RU000A102LW1,174.86,Высокий,1.0,4.52,175.0,4.0,18.08,0.0,10.34,https://www.tinkoff.ru/invest/bonds/RU000A102LW1/
499,МОЭК выпуск 3,RU000A101228,969.0,Высокий,23.0,40.28,1000.0,2.0,80.56,443.08,8.31,https://www.tinkoff.ru/invest/bonds/RU000A101228/
500,Софтлайн выпуск 4,RU000A1029T9,746.775,Высокий,1.0,14.44,750.0,4.0,57.76,0.0,7.73,https://www.tinkoff.ru/invest/bonds/RU000A1029T9/
501,Ростелеком 001 выпуск 5,RU000A100881,930.0,29.09.2025,64.0,36.37,1000.0,2.0,72.74,1163.84,7.82,https://www.tinkoff.ru/invest/bonds/RU000A100881/
502,Казахстан выпуск 11,RU000A101RZ3,745.2,Средний,82.0,29.58,1000.0,2.0,59.16,1212.78,7.94,https://www.tinkoff.ru/invest/bonds/RU000A101RZ3/
503,Норильский Никель БО-001Р выпуск 2,RU000A105A61,951.9,14.10.2025,46.0,42.28,1000.0,2.0,84.56,972.44,8.88,https://www.tinkoff.ru/invest/bonds/RU000A105A61/
504,Газпром выпуск 23,RU000A0ZZET0,931.9,29.07.2025,295.0,35.06,1000.0,2.0,70.12,5153.82,7.52,https://www.tinkoff.ru/invest/bonds/RU000A0ZZET0/
505,Озон выпуск 1,RU000A1060X6,1011.5,Высокий,28.0,28.19,1000.0,4.0,112.76,197.33,11.15,https://www.tinkoff.ru/invest/bonds/RU000A1060X6/
506,Волгоградская область выпуск 7,RU000A0JXSD3,292.65,Высокий,6.0,5.13,300.0,4.0,20.52,5.13,7.01,https://www.tinkoff.ru/invest/bonds/RU000A0JXSD3/
507,Хэдхантер выпуск 1,RU000A102GY7,994.5,Высокий,1.0,13.92,1000.0,4.0,55.68,0.0,5.6,https://www.tinkoff.ru/invest/bonds/RU000A102GY7/
508,Московская область,RU000A102CR0,917.0,Высокий,36.0,12.88,1000.0,4.0,51.52,115.92,5.62,https://www.tinkoff.ru/invest/bonds/RU000A102CR0/
509,ПАО НК Роснефть 002P-05,RU000A0ZYVU5,984.8,28.02.2024,51.0,31.32,1000.0,2.0,62.64,783.0,6.36,https://www.tinkoff.ru/invest/bonds/RU000A0ZYVU5/
510,Краснодарский край выпуск 2,RU000A0ZZ8X4,474.3,Высокий,18.0,8.27,500.0,4.0,33.08,33.08,6.97,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ8X4/
511,Промсвязьбанк 003Р-05,RU000A1038F9,971.0,Высокий,6.0,32.19,1000.0,2.0,64.38,96.57,6.63,https://www.tinkoff.ru/invest/bonds/RU000A1038F9/
512,ВЭБ.РФ ПБО-001Р-19,RU000A101TB0,830.0,Высокий,43.0,28.54,1000.0,2.0,57.08,599.34,6.88,https://www.tinkoff.ru/invest/bonds/RU000A101TB0/
513,Сибстекло БО-П03,RU000A105C93,1009.7,Средний,23.0,12.09,1000.0,12.0,145.08,12.09,14.37,https://www.tinkoff.ru/invest/bonds/RU000A105C93/
514,Ростелеком,RU000A1051E5,926.0,Высокий,26.0,37.93,1000.0,2.0,75.86,493.09,8.19,https://www.tinkoff.ru/invest/bonds/RU000A1051E5/
515,Novabev Group БО-П03,RU000A1015E0,727.875,Высокий,12.0,26.8,750.0,2.0,53.6,160.8,7.36,https://www.tinkoff.ru/invest/bonds/RU000A1015E0/
516,Почта России,RU000A104W33,917.7,16.06.2028,103.0,44.02,1000.0,2.0,88.04,2245.02,9.59,https://www.tinkoff.ru/invest/bonds/RU000A104W33/
517,Альфа-Банк 2Р-21,RU000A105UW5,962.3,Высокий,15.0,40.72,1000.0,2.0,81.44,285.04,8.46,https://www.tinkoff.ru/invest/bonds/RU000A105UW5/
518,Газпром нефть 003P-05R,RU000A105KP0,938.9,Средний,24.0,19.49,1000.0,4.0,77.96,116.94,8.3,https://www.tinkoff.ru/invest/bonds/RU000A105KP0/
519,ХК Финанс выпуск 5,RU000A102CD0,999.5,Средний,0.0,15.66,1000.0,4.0,62.64,0.0,6.27,https://www.tinkoff.ru/invest/bonds/RU000A102CD0/
520,Краснодарский край выпуск 1,RU000A0JXYS9,389.28,Средний,9.0,7.39,400.0,4.0,29.56,14.78,7.59,https://www.tinkoff.ru/invest/bonds/RU000A0JXYS9/
521,Тойота Банк выпуск 5,RU000A104L36,978.6,Высокий,15.0,47.85,1000.0,2.0,95.7,334.95,9.78,https://www.tinkoff.ru/invest/bonds/RU000A104L36/
522,РЖД 001Р выпуск 2,RU000A0JXQ44,916.9,21.04.2026,160.0,36.8,1000.0,2.0,73.6,2944.0,8.03,https://www.tinkoff.ru/invest/bonds/RU000A0JXQ44/
523,Всеинструменты.ру выпуск 4,RU000A1034M4,986.9,Средний,6.0,21.23,1000.0,4.0,84.92,21.23,8.6,https://www.tinkoff.ru/invest/bonds/RU000A1034M4/
524,Северсталь выпуск 6,RU000A1008W7,984.9,04.04.2024,64.0,37.5,1000.0,2.0,75.0,1200.0,7.61,https://www.tinkoff.ru/invest/bonds/RU000A1008W7/
525,ВТБ Б-1-318,RU000A105ZN3,985.1,Высокий,4.0,5.22,1000.0,12.0,62.64,0.0,6.36,https://www.tinkoff.ru/invest/bonds/RU000A105ZN3/
526,РусГидро,RU000A105HC4,937.7,Высокий,24.0,38.98,1000.0,2.0,77.96,467.76,8.31,https://www.tinkoff.ru/invest/bonds/RU000A105HC4/
527,ТМК выпуск 7,RU000A0JXSF8,949.7,29.05.2025,42.0,45.07,1000.0,2.0,90.14,946.47,9.49,https://www.tinkoff.ru/invest/bonds/RU000A0JXSF8/
528,Экспобанк БО выпуск 3,RU000A102WL1,983.9,Высокий,4.0,18.62,1000.0,4.0,74.48,18.62,7.57,https://www.tinkoff.ru/invest/bonds/RU000A102WL1/
529,Республика Башкортостан 34011,RU000A1026B3,642.67,Высокий,22.0,8.7,700.0,4.0,34.8,43.5,5.41,https://www.tinkoff.ru/invest/bonds/RU000A1026B3/
530,ВЭБ.РФ ПБО-001Р-34,RU000A105JU2,967.2,Высокий,12.0,40.54,1000.0,2.0,81.08,243.24,8.38,https://www.tinkoff.ru/invest/bonds/RU000A105JU2/
531,Республика Башкортостан 34013,RU000A106FT0,937.8,Высокий,31.0,20.27,1000.0,4.0,81.08,141.89,8.65,https://www.tinkoff.ru/invest/bonds/RU000A106FT0/
532,Газпромбанк,RU000A0JUMH3,969.9,Высокий,6.0,29.14,1000.0,2.0,58.28,87.42,6.01,https://www.tinkoff.ru/invest/bonds/RU000A0JUMH3/
533,Ростелеком 002P выпуск 8,RU000A104VS4,965.0,Высокий,19.0,44.2,1000.0,2.0,88.4,397.8,9.16,https://www.tinkoff.ru/invest/bonds/RU000A104VS4/
534,Озон выпуск 2,RU000A106RJ6,1015.6,Высокий,33.0,28.19,1000.0,4.0,112.76,225.52,11.1,https://www.tinkoff.ru/invest/bonds/RU000A106RJ6/
535,МТС выпуск 6,RU000A0ZYWY5,938.0,Высокий,15.0,31.41,1000.0,2.0,62.82,219.87,6.7,https://www.tinkoff.ru/invest/bonds/RU000A0ZYWY5/
536,Нижегородская область выпуск 15,RU000A102DS6,904.0,Высокий,30.0,13.22,1000.0,4.0,52.88,92.54,5.85,https://www.tinkoff.ru/invest/bonds/RU000A102DS6/
537,Свердловская область выпуск 4,RU000A0ZYDU3,373.64,Высокий,23.0,6.61,400.0,4.0,26.44,33.05,7.08,https://www.tinkoff.ru/invest/bonds/RU000A0ZYDU3/
538,Ярославская область выпуск 16,RU000A0ZZEM5,666.89,Высокий,22.0,12.01,700.0,4.0,48.04,60.05,7.2,https://www.tinkoff.ru/invest/bonds/RU000A0ZZEM5/
539,Курская область выпуск 1,RU000A0ZYCD1,283.98,Высокий,23.0,5.13,300.0,4.0,20.52,25.65,7.23,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCD1/
540,ГК Самолет выпуск 6,RU000A100QA0,987.6,12.08.2024,68.0,24.36,1000.0,4.0,97.44,414.12,9.87,https://www.tinkoff.ru/invest/bonds/RU000A100QA0/
541,Автодор БО-5 выпуск 3,RU000A106R53,996.7,Средний,33.0,26.36,1000.0,4.0,105.44,210.88,10.58,https://www.tinkoff.ru/invest/bonds/RU000A106R53/
542,Селектел выпуск 1,RU000A102SG9,987.1,Высокий,3.0,36.8,1000.0,2.0,73.6,36.8,7.46,https://www.tinkoff.ru/invest/bonds/RU000A102SG9/
543,Газпром Капитал БО-001P-02,RU000A100LL8,969.0,Высокий,8.0,33.76,1000.0,2.0,67.52,135.04,6.97,https://www.tinkoff.ru/invest/bonds/RU000A100LL8/
544,Мосрегионлифт БО-01,RU000A105RU5,1070.9,Низкий,26.0,12.79,1000.0,12.0,153.48,25.58,14.33,https://www.tinkoff.ru/invest/bonds/RU000A105RU5/
545,Омская область выпуск 4,RU000A102DR8,917.3,Высокий,24.0,13.92,1000.0,4.0,55.68,83.52,6.07,https://www.tinkoff.ru/invest/bonds/RU000A102DR8/
546,РУСАЛ Братск выпуск 1,RU000A0JWDN6,740.2,Высокий,28.0,0.0,1000.0,2.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWDN6/
547,ПР-Лизинг выпуск 3,RU000A100Q35,985.0,Средний,31.0,7.83,1000.0,12.0,93.96,15.66,9.54,https://www.tinkoff.ru/invest/bonds/RU000A100Q35/
548,РусГидро БО-П09,RU000A105SL2,934.0,Высокий,26.0,39.85,1000.0,2.0,79.7,518.05,8.53,https://www.tinkoff.ru/invest/bonds/RU000A105SL2/
549,Газпром Капитал,RU000A101QN1,816.4,Высокий,42.0,25.58,1000.0,2.0,51.16,537.18,6.27,https://www.tinkoff.ru/invest/bonds/RU000A101QN1/
550,Саратовская область выпуск 1,RU000A0ZYG60,683.48,Высокий,12.0,12.27,700.0,4.0,49.08,36.81,7.18,https://www.tinkoff.ru/invest/bonds/RU000A0ZYG60/
551,АФК Система выпуск 1,RU000A0JVUK8,968.0,Средний,22.0,45.5,1000.0,2.0,91.0,500.5,9.4,https://www.tinkoff.ru/invest/bonds/RU000A0JVUK8/
552,Газпром Капитал БО-001Р-07,RU000A105GE2,942.8,Высокий,24.0,39.67,1000.0,2.0,79.34,476.04,8.42,https://www.tinkoff.ru/invest/bonds/RU000A105GE2/
553,СИБУР Холдинг 001Р выпуск 1,RU000A104XW2,938.5,Высокий,26.0,19.84,1000.0,4.0,79.36,119.04,8.46,https://www.tinkoff.ru/invest/bonds/RU000A104XW2/
554,РЖД 001Р выпуск 16,RU000A100HY9,900.0,Высокий,31.0,34.19,1000.0,2.0,68.38,512.85,7.6,https://www.tinkoff.ru/invest/bonds/RU000A100HY9/
555,РЖД 001Р выпуск 21,RU000A102QP4,835.8,Высокий,43.0,29.67,1000.0,2.0,59.34,623.07,7.1,https://www.tinkoff.ru/invest/bonds/RU000A102QP4/
556,ТД Мясничий выпуск 3,RU000A1006B5,116.72135,Средний,3.0,1.04,116.5,12.0,12.48,0.0,10.69,https://www.tinkoff.ru/invest/bonds/RU000A1006B5/
557,ДОМ.РФ Социальные облигации выпуск 1,RU000A103RD6,960.1,Высокий,12.0,35.06,1000.0,2.0,70.12,210.36,7.3,https://www.tinkoff.ru/invest/bonds/RU000A103RD6/
558,Газпром БО-22,RU000A0ZZES2,937.0,29.07.2025,295.0,35.06,1000.0,2.0,70.12,5153.82,7.48,https://www.tinkoff.ru/invest/bonds/RU000A0ZZES2/
559,Полюс ПБО-1,RU000A100XC2,956.5,10.10.2024,70.0,31.32,1000.0,2.0,62.64,1096.2,6.55,https://www.tinkoff.ru/invest/bonds/RU000A100XC2/
560,Сбер Банк,RU000A101QW2,964.3,Высокий,6.0,24.45,1000.0,2.0,48.9,73.35,5.07,https://www.tinkoff.ru/invest/bonds/RU000A101QW2/
561,Черкизово выпуск 4,RU000A102LD1,993.0,27.12.2023,25.0,13.83,1000.0,4.0,55.32,82.98,5.57,https://www.tinkoff.ru/invest/bonds/RU000A102LD1/
562,Санкт-Петербург выпуск 2,RU000A0ZYKJ1,698.7,Высокий,36.0,24.88,750.0,2.0,49.76,447.84,7.12,https://www.tinkoff.ru/invest/bonds/RU000A0ZYKJ1/
563,Славнефть,RU000A104WF9,967.6,25.06.2025,103.0,22.01,1000.0,4.0,88.04,550.25,9.1,https://www.tinkoff.ru/invest/bonds/RU000A104WF9/
564,МТС выпуск 10,RU000A100HU7,937.7,Высокий,19.0,17.31,1000.0,4.0,69.24,69.24,7.38,https://www.tinkoff.ru/invest/bonds/RU000A100HU7/
565,ОФЗ 26223,SU26223RMFS6,982.59,Высокий,3.0,28.19,1000.0,2.0,56.38,28.19,5.74,https://www.tinkoff.ru/invest/bonds/SU26223RMFS6/
566,ОФЗ 26227,SU26227RMFS7,968.0,Высокий,8.0,31.32,1000.0,2.0,62.64,125.28,6.47,https://www.tinkoff.ru/invest/bonds/SU26227RMFS7/
567,Черкизово выпуск БО-001Р-05,RU000A105C28,964.2,Высокий,23.0,21.58,1000.0,4.0,86.32,107.9,8.95,https://www.tinkoff.ru/invest/bonds/RU000A105C28/
568,Томск выпуск 7,RU000A1018A2,384.92,Средний,13.0,6.35,400.0,4.0,25.4,19.05,6.6,https://www.tinkoff.ru/invest/bonds/RU000A1018A2/
569,Газпром Капитал БО-001Р-06,RU000A106AT1,926.2,Средний,54.0,21.66,1000.0,4.0,86.64,281.58,9.35,https://www.tinkoff.ru/invest/bonds/RU000A106AT1/
570,Почта России,RU000A101ZH4,956.5,02.08.2024,80.0,25.58,1000.0,2.0,51.16,1023.2,5.35,https://www.tinkoff.ru/invest/bonds/RU000A101ZH4/
571,ВТБ Б-1-231,RU000A103BE8,971.8,Высокий,7.0,15.66,1000.0,4.0,62.64,15.66,6.45,https://www.tinkoff.ru/invest/bonds/RU000A103BE8/
572,Альфа-Банк 002Р выпуск 11,RU000A1030D1,976.8,Высокий,5.0,30.45,1000.0,2.0,60.9,60.9,6.23,https://www.tinkoff.ru/invest/bonds/RU000A1030D1/
573,ПАО НК Роснефть 002P-04,RU000A0ZYT40,951.4,Высокий,50.0,34.63,1000.0,2.0,69.26,865.75,7.28,https://www.tinkoff.ru/invest/bonds/RU000A0ZYT40/
574,ДОМ.РФ 001P-15R,RU000A1065K2,955.6,Высокий,17.0,38.37,1000.0,2.0,76.74,306.96,8.03,https://www.tinkoff.ru/invest/bonds/RU000A1065K2/
575,МТС выпуск 21,RU000A104WJ1,940.1,Высокий,31.0,20.88,1000.0,4.0,83.52,146.16,8.88,https://www.tinkoff.ru/invest/bonds/RU000A104WJ1/
576,Сбербанк выпуск SbD1R,RU000A103KG4,857.6,Высокий,15.0,,1000.0,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103KG4/
577,Восточная Стивидорная Компания выпуск 1,RU000A102G50,897.8,Высокий,24.0,28.36,1000.0,2.0,56.72,340.32,6.32,https://www.tinkoff.ru/invest/bonds/RU000A102G50/
578,Нижегородская область выпуск 16,RU000A1043K9,929.1,Высокий,42.0,20.01,1000.0,4.0,80.04,200.1,8.61,https://www.tinkoff.ru/invest/bonds/RU000A1043K9/
579,МТС выпуск 18,RU000A102VL3,979.5,Высокий,4.0,28.19,1000.0,2.0,56.38,56.38,5.76,https://www.tinkoff.ru/invest/bonds/RU000A102VL3/
580,МТС выпуск 14,RU000A101FH6,854.8,Высокий,39.0,14.27,1000.0,4.0,57.08,128.43,6.68,https://www.tinkoff.ru/invest/bonds/RU000A101FH6/
581,Казахстан выпуск 7,RU000A101RV2,827.3,Высокий,46.0,28.36,1000.0,2.0,56.72,652.28,6.86,https://www.tinkoff.ru/invest/bonds/RU000A101RV2/
582,Ульяновская область выпуск 4,RU000A1040S8,730.425,Средний,36.0,15.49,750.0,4.0,61.96,139.41,8.48,https://www.tinkoff.ru/invest/bonds/RU000A1040S8/
583,ДиректЛизинг выпуск 6,RU000A102M45,999.2,Низкий,1.0,24.88,1000.0,4.0,99.52,0.0,9.96,https://www.tinkoff.ru/invest/bonds/RU000A102M45/
584,Банк ДОМ.РФ Зеленые облигации 001Р-01,RU000A105VR3,967.7,Высокий,15.0,42.02,1000.0,2.0,84.04,294.14,8.68,https://www.tinkoff.ru/invest/bonds/RU000A105VR3/
585,Сбербанк,RU000A103WV8,969.9,Высокий,12.0,38.98,1000.0,2.0,77.96,233.88,8.04,https://www.tinkoff.ru/invest/bonds/RU000A103WV8/
586,Роснефть БО-05,RU000A0JUCS1,996.4,Высокий,1.0,36.37,1000.0,2.0,72.74,0.0,7.3,https://www.tinkoff.ru/invest/bonds/RU000A0JUCS1/
587,Охта Групп выпуск 1,RU000A102HG2,999.8,Средний,1.0,26.01,1000.0,4.0,104.04,0.0,10.41,https://www.tinkoff.ru/invest/bonds/RU000A102HG2/
588,РусГидро БО-П06,RU000A1057P8,913.2,Высокий,34.0,36.8,1000.0,2.0,73.6,625.6,8.06,https://www.tinkoff.ru/invest/bonds/RU000A1057P8/
589,МОЭК выпуск 4,RU000A101XS6,942.2,Высокий,32.0,43.15,1000.0,2.0,86.3,690.4,9.16,https://www.tinkoff.ru/invest/bonds/RU000A101XS6/
590,Новосибирская область выпуск 21,RU000A102895,930.0,Высокий,23.0,12.62,1000.0,4.0,50.48,63.1,5.43,https://www.tinkoff.ru/invest/bonds/RU000A102895/
591,Газпром нефть,RU000A0ZYXV9,984.1,Высокий,3.0,30.45,1000.0,2.0,60.9,30.45,6.19,https://www.tinkoff.ru/invest/bonds/RU000A0ZYXV9/
592,Промсвязьбанк 003P выпуск 4,RU000A102RT4,984.9,Высокий,3.0,27.75,1000.0,2.0,55.5,27.75,5.64,https://www.tinkoff.ru/invest/bonds/RU000A102RT4/
593,Газпром нефть ПАО 003P-02R,RU000A1017J5,794.1,Высокий,72.0,15.49,1000.0,4.0,61.96,278.82,7.8,https://www.tinkoff.ru/invest/bonds/RU000A1017J5/
594,Альфа-Банк 002Р выпуск 10,RU000A102S80,983.2,Высокий,3.0,26.97,1000.0,2.0,53.94,26.97,5.49,https://www.tinkoff.ru/invest/bonds/RU000A102S80/
595,ЕвразХолдинг Финанс 002P-01R,RU000A100P85,971.6,Высокий,8.0,34.45,1000.0,2.0,68.9,137.8,7.09,https://www.tinkoff.ru/invest/bonds/RU000A100P85/
596,Магнит БО-004Р-01,RU000A105KQ8,947.0,Высокий,24.0,39.67,1000.0,2.0,79.34,476.04,8.38,https://www.tinkoff.ru/invest/bonds/RU000A105KQ8/
597,Казахстан выпуск 5,RU000A101RT6,899.8,Средний,31.0,32.19,1000.0,2.0,64.38,482.85,7.15,https://www.tinkoff.ru/invest/bonds/RU000A101RT6/
598,Казахстан выпуск 13,RU000A101S16,795.9,Средний,91.0,34.28,1000.0,2.0,68.56,1542.6,8.61,https://www.tinkoff.ru/invest/bonds/RU000A101S16/
599,Газпром нефть 003P-03R,RU000A101GJ0,932.5,Высокий,15.0,13.4,1000.0,4.0,53.6,40.2,5.75,https://www.tinkoff.ru/invest/bonds/RU000A101GJ0/
600,Газпром нефть выпуск 6,RU000A106565,1004.6,Высокий,53.0,30.97,1000.0,4.0,123.88,402.61,12.33,https://www.tinkoff.ru/invest/bonds/RU000A106565/
601,Новосибирская область,RU000A1011Q3,770.4,Высокий,12.0,11.22,800.0,4.0,44.88,33.66,5.83,https://www.tinkoff.ru/invest/bonds/RU000A1011Q3/
602,ФСК Россети 001P-07R,RU000A105PH6,943.6,27.06.2025,169.0,19.05,1000.0,4.0,76.2,800.1,8.08,https://www.tinkoff.ru/invest/bonds/RU000A105PH6/
603,Сбер Банк 001P-SBER42,RU000A105SD9,960.6,Высокий,15.0,38.11,1000.0,2.0,76.22,266.77,7.93,https://www.tinkoff.ru/invest/bonds/RU000A105SD9/
604,МТС 001P-22,RU000A1051T3,975.5,Высокий,8.0,17.92,1000.0,4.0,71.68,35.84,7.35,https://www.tinkoff.ru/invest/bonds/RU000A1051T3/
605,КАМАЗ БО-10,RU000A0ZZ877,996.4,Средний,114.0,47.85,1000.0,2.0,95.7,2727.45,9.6,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ877/
606,Газпромбанк 001Р-21Р,RU000A104B46,959.3,02.07.2025,97.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A104B46/
