,Название,Код,Срок(месяца),Цена,Рейтинг,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
449,Ростелеком 002P выпуск 8,RU000A104VS4,20,965.0,Высокий,44.2,1000.0,2.0,88.4,5304.0,8.84,https://www.tinkoff.ru/invest/bonds/RU000A104VS4/
450,РусГидро БО-П06,RU000A1057P8,35,902.6,Высокий,36.8,1000.0,2.0,73.6,7728.0,7.36,https://www.tinkoff.ru/invest/bonds/RU000A1057P8/
451,Ритейл Бел Финанс выпуск 1,RU000A100JH0,9,496.7,02.07.2024,11.83,500.0,4.0,47.32,319.41,9.46,https://www.tinkoff.ru/invest/bonds/RU000A100JH0/
452,РСГ-Финанс выпуск 1,RU000A0JUAG0,1,996.3,16.11.2023,41.15,1000.0,2.0,82.3,246.9,8.23,https://www.tinkoff.ru/invest/bonds/RU000A0JUAG0/
453,ИНАРКТИКА выпуск 1,RU000A102TT0,5,987.6,Высокий,41.15,1000.0,2.0,82.3,1234.5,8.23,https://www.tinkoff.ru/invest/bonds/RU000A102TT0/
454,МТС выпуск 21,RU000A104WJ1,32,939.0,Высокий,20.88,1000.0,4.0,83.52,2004.48,8.35,https://www.tinkoff.ru/invest/bonds/RU000A104WJ1/
455,Альфа-Банк 002Р-18,RU000A105HJ9,13,965.5,Высокий,40.28,1000.0,2.0,80.56,3141.84,8.06,https://www.tinkoff.ru/invest/bonds/RU000A105HJ9/
456,Атомэнергопром 001P-02,RU000A105K85,26,934.0,Высокий,38.8,1000.0,2.0,77.6,6052.8,7.76,https://www.tinkoff.ru/invest/bonds/RU000A105K85/
457,Ростелеком,RU000A1051E5,27,925.5,Высокий,37.93,1000.0,2.0,75.86,6144.66,7.59,https://www.tinkoff.ru/invest/bonds/RU000A1051E5/
458,Трансмашхолдинг ПБО-06,RU000A1038D4,32,900.5,Высокий,34.89,1000.0,2.0,69.78,6698.88,6.98,https://www.tinkoff.ru/invest/bonds/RU000A1038D4/
459,ТрансмхПБ7,RU000A106CU5,32,949.3,05.06.2026,44.2,1000.0,2.0,88.4,8486.4,8.84,https://www.tinkoff.ru/invest/bonds/RU000A106CU5/
460,Свердловская область выпуск 4,RU000A0ZYDU3,24,573.96,Высокий,10.0,600.0,4.0,40.0,720.0,6.67,https://www.tinkoff.ru/invest/bonds/RU000A0ZYDU3/
461,Славнефть,RU000A104WF9,20,962.3,25.06.2025,22.01,1000.0,4.0,88.04,1320.6,8.8,https://www.tinkoff.ru/invest/bonds/RU000A104WF9/
462,Казахстан выпуск 11,RU000A101RZ3,83,749.9,Средний,29.58,1000.0,2.0,59.16,14730.84,5.92,https://www.tinkoff.ru/invest/bonds/RU000A101RZ3/
463,ПРОМОМЕД ДМ выпуск 1,RU000A102LB5,1,993.3,27.11.2023,41.15,1000.0,2.0,82.3,246.9,8.23,https://www.tinkoff.ru/invest/bonds/RU000A102LB5/
464,ФЭС-Агро выпуск 2,RU000A1030N0,6,993.1,Средний,23.84,1000.0,4.0,95.36,429.12,9.54,https://www.tinkoff.ru/invest/bonds/RU000A1030N0/
465,Газпром капитал выпуск 5,RU000A0JXFS8,4,987.5,12.02.2024,38.54,1000.0,2.0,77.08,924.96,7.71,https://www.tinkoff.ru/invest/bonds/RU000A0JXFS8/
466,Альфа-Банк 002Р выпуск 11,RU000A1030D1,6,971.3,Высокий,30.45,1000.0,2.0,60.9,1096.2,6.09,https://www.tinkoff.ru/invest/bonds/RU000A1030D1/
467,Республика Башкортостан 34011,RU000A1026B3,23,638.4,Высокий,8.7,700.0,4.0,34.8,600.3,4.97,https://www.tinkoff.ru/invest/bonds/RU000A1026B3/
468,РЖД выпуск 19,RU000A0JQ7Z2,9,967.0,Высокий,34.02,1000.0,2.0,68.04,1837.08,6.8,https://www.tinkoff.ru/invest/bonds/RU000A0JQ7Z2/
469,РЖД 001Р выпуск 16,RU000A100HY9,32,897.0,Высокий,34.19,1000.0,2.0,68.38,6564.48,6.84,https://www.tinkoff.ru/invest/bonds/RU000A100HY9/
470,Газпром выпуск 23,RU000A0ZZET0,21,928.4,29.07.2025,35.06,1000.0,2.0,70.12,4417.56,7.01,https://www.tinkoff.ru/invest/bonds/RU000A0ZZET0/
471,Казахстан выпуск 13,RU000A101S16,92,779.5,Средний,34.28,1000.0,2.0,68.56,18922.56,6.86,https://www.tinkoff.ru/invest/bonds/RU000A101S16/
472,Омская область выпуск 4,RU000A102DR8,25,912.8,Высокий,13.92,1000.0,4.0,55.68,1044.0,5.57,https://www.tinkoff.ru/invest/bonds/RU000A102DR8/
473,Карачаево-Черкесская республика выпуск 1,RU000A0ZYL22,14,732.525,Высокий,14.09,750.0,4.0,56.36,591.78,7.51,https://www.tinkoff.ru/invest/bonds/RU000A0ZYL22/
474,ММЦБ выпуск 2,RU000A105054,15,1040.8,Средний,60.73,1000.0,2.0,121.46,5465.7,12.15,https://www.tinkoff.ru/invest/bonds/RU000A105054/
475,Газпромбанк выпуск 16,RU000A101Z74,3,979.0,05.02.2024,25.58,1000.0,2.0,51.16,460.44,5.12,https://www.tinkoff.ru/invest/bonds/RU000A101Z74/
476,Металлоинвест БО выпуск 4,RU000A101EF3,28,883.0,09.02.2026,28.36,1000.0,2.0,56.72,4764.48,5.67,https://www.tinkoff.ru/invest/bonds/RU000A101EF3/
477,Вымпелком 1Р-07,RU000A105WP5,64,907.0,12.02.2029,21.32,1000.0,4.0,85.28,4093.44,8.53,https://www.tinkoff.ru/invest/bonds/RU000A105WP5/
478,Сбербанк выпуск SbD1R,RU000A103KG4,16,846.8,Высокий,,1000.0,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103KG4/
479,ЕАБР 003P-006,RU000A105V90,28,957.6,Высокий,44.89,1000.0,2.0,89.78,7541.52,8.98,https://www.tinkoff.ru/invest/bonds/RU000A105V90/
480,Газпром капитал БО-001Р выпуск 3,RU000A101QM3,19,900.6,Высокий,24.71,1000.0,2.0,49.42,2816.94,4.94,https://www.tinkoff.ru/invest/bonds/RU000A101QM3/
481,Автодор выпуск 1,RU000A103NU9,35,893.3,Высокий,34.45,1000.0,2.0,68.9,7234.5,6.89,https://www.tinkoff.ru/invest/bonds/RU000A103NU9/
482,Автодор БО-2 выпуск 5,RU000A1017H9,74,815.66,Высокий,35.06,850.0,2.0,70.12,15566.64,8.25,https://www.tinkoff.ru/invest/bonds/RU000A1017H9/
483,Санкт-Петербург выпуск 1,RU000A0ZYHX8,19,950.9,Высокий,33.32,1000.0,2.0,66.64,3798.48,6.66,https://www.tinkoff.ru/invest/bonds/RU000A0ZYHX8/
484,Роснефть БО-05,RU000A0JUCS1,2,992.4,Высокий,36.37,1000.0,2.0,72.74,436.44,7.27,https://www.tinkoff.ru/invest/bonds/RU000A0JUCS1/
485,Ростелеком 2P-10R,RU000A105UU9,28,939.5,Высокий,19.92,1000.0,4.0,79.68,1673.28,7.97,https://www.tinkoff.ru/invest/bonds/RU000A105UU9/
486,Газпромбанк выпуск 18,RU000A102GJ8,2,987.0,14.12.2023,25.66,1000.0,2.0,51.32,307.92,5.13,https://www.tinkoff.ru/invest/bonds/RU000A102GJ8/
487,Красноярский край выпуск 13,RU000A0ZYCM2,12,729.75,Высокий,12.7,750.0,4.0,50.8,457.2,6.77,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCM2/
488,Банк ДОМ.РФ Зеленые облигации 001Р-01,RU000A105VR3,16,965.2,Высокий,42.02,1000.0,2.0,84.04,4033.92,8.4,https://www.tinkoff.ru/invest/bonds/RU000A105VR3/
489,ФПК выпуск 3,RU000A0ZYX69,11,957.3,02.09.2024,30.45,1000.0,2.0,60.9,2009.7,6.09,https://www.tinkoff.ru/invest/bonds/RU000A0ZYX69/
490,Московская область,RU000A102CR0,37,914.0,Высокий,12.88,1000.0,4.0,51.52,1429.68,5.15,https://www.tinkoff.ru/invest/bonds/RU000A102CR0/
491,Магнит БО-004Р-03,RU000A105TP1,52,940.4,Высокий,19.92,1000.0,4.0,79.68,3107.52,7.97,https://www.tinkoff.ru/invest/bonds/RU000A105TP1/
492,Росагролизинг выпуск 2,RU000A102TA0,28,910.8,Высокий,34.19,1000.0,2.0,68.38,5743.92,6.84,https://www.tinkoff.ru/invest/bonds/RU000A102TA0/
493,Кировский завод выпуск 2,RU000A102UZ5,29,985.8,Средний,20.53,1000.0,4.0,82.12,1786.11,8.21,https://www.tinkoff.ru/invest/bonds/RU000A102UZ5/
494,ТД Мясничий выпуск 3,RU000A1006B5,4,145.4495,Средний,1.39,145.0,12.0,16.68,5.56,11.5,https://www.tinkoff.ru/invest/bonds/RU000A1006B5/
495,ВЭБ.РФ ПБО-001P-18,RU000A1013P1,37,871.7,Высокий,31.49,1000.0,2.0,62.98,6990.78,6.3,https://www.tinkoff.ru/invest/bonds/RU000A1013P1/
496,РСХБ выпуск 4,RU000A103N84,5,980.0,12.03.2024,33.76,1000.0,2.0,67.52,1012.8,6.75,https://www.tinkoff.ru/invest/bonds/RU000A103N84/
497,Всеинструменты.ру выпуск 3,RU000A102M86,2,992.9,Средний,19.49,1000.0,4.0,77.96,116.94,7.8,https://www.tinkoff.ru/invest/bonds/RU000A102M86/
498,ЯТЭК выпуск 1,RU000A102B48,29,996.9,Высокий,36.8,1000.0,2.0,73.6,6403.2,7.36,https://www.tinkoff.ru/invest/bonds/RU000A102B48/
499,РН Банк выпуск 10,RU000A105HN1,25,968.3,Высокий,46.2,1000.0,2.0,92.4,6930.0,9.24,https://www.tinkoff.ru/invest/bonds/RU000A105HN1/
500,ПАО НК Роснефть 002P-04,RU000A0ZYT40,52,947.8,Высокий,34.63,1000.0,2.0,69.26,10804.56,6.93,https://www.tinkoff.ru/invest/bonds/RU000A0ZYT40/
501,Газпром Капитал БО-001Р-07,RU000A105GE2,25,942.7,Высокий,39.67,1000.0,2.0,79.34,5950.5,7.93,https://www.tinkoff.ru/invest/bonds/RU000A105GE2/
502,ПАО НК Роснефть 001P-04,RU000A0JXQK2,42,979.8,Высокий,36.8,1000.0,2.0,73.6,9273.6,7.36,https://www.tinkoff.ru/invest/bonds/RU000A0JXQK2/
503,Москва выпуск 74,RU000A1033Z8,55,828.1,Высокий,31.32,1000.0,2.0,62.64,10335.6,6.26,https://www.tinkoff.ru/invest/bonds/RU000A1033Z8/
504,МТС 001P-23,RU000A105NA6,14,958.8,Высокий,18.18,1000.0,4.0,72.72,763.56,7.27,https://www.tinkoff.ru/invest/bonds/RU000A105NA6/
505,Софтлайн выпуск 4,RU000A1029T9,2,744.75,Высокий,14.44,750.0,4.0,57.76,86.64,7.7,https://www.tinkoff.ru/invest/bonds/RU000A1029T9/
506,Газпром нефть 003P-05R,RU000A105KP0,26,941.7,Средний,19.49,1000.0,4.0,77.96,1520.22,7.8,https://www.tinkoff.ru/invest/bonds/RU000A105KP0/
507,МТС выпуск 9,RU000A100A66,12,966.5,Высокий,18.62,1000.0,4.0,74.48,670.32,7.45,https://www.tinkoff.ru/invest/bonds/RU000A100A66/
508,Ростелеком 002P выпуск 2,RU000A101FG8,40,846.5,Средний,28.8,1000.0,2.0,57.6,6912.0,5.76,https://www.tinkoff.ru/invest/bonds/RU000A101FG8/
509,Автодор БО-5 выпуск 3,RU000A106R53,34,1002.1,Средний,26.36,1000.0,4.0,105.44,2688.72,10.54,https://www.tinkoff.ru/invest/bonds/RU000A106R53/
510,Газпром Капитал БО-001Р-08,RU000A105U00,28,938.8,Высокий,39.85,1000.0,2.0,79.7,6694.8,7.97,https://www.tinkoff.ru/invest/bonds/RU000A105U00/
511,Санкт-Петербург выпуск 2,RU000A0ZYKJ1,38,696.75,Высокий,24.88,750.0,2.0,49.76,5672.64,6.63,https://www.tinkoff.ru/invest/bonds/RU000A0ZYKJ1/
512,Северсталь выпуск 6,RU000A1008W7,6,983.0,04.04.2024,37.5,1000.0,2.0,75.0,1350.0,7.5,https://www.tinkoff.ru/invest/bonds/RU000A1008W7/
513,МТС 001Р-24,RU000A105ZP8,17,960.0,Средний,19.57,1000.0,4.0,78.28,998.07,7.83,https://www.tinkoff.ru/invest/bonds/RU000A105ZP8/
514,Совкомбанк БО-П4,RU000A103NZ8,11,965.6,Высокий,17.49,1000.0,4.0,69.96,577.17,7.0,https://www.tinkoff.ru/invest/bonds/RU000A103NZ8/
515,Газпром Капитал,RU000A101QN1,43,816.5,Высокий,25.58,1000.0,2.0,51.16,6599.64,5.12,https://www.tinkoff.ru/invest/bonds/RU000A101QN1/
516,ФСК Россети 001P-07R,RU000A105PH6,20,949.9,27.06.2025,19.05,1000.0,4.0,76.2,1143.0,7.62,https://www.tinkoff.ru/invest/bonds/RU000A105PH6/
517,Газпромбанк 001P выпуск 14,RU000A101350,13,944.5,Высокий,30.19,1000.0,2.0,60.38,2354.82,6.04,https://www.tinkoff.ru/invest/bonds/RU000A101350/
518,Черкизово выпуск 4,RU000A102LD1,2,987.3,27.12.2023,13.83,1000.0,4.0,55.32,82.98,5.53,https://www.tinkoff.ru/invest/bonds/RU000A102LD1/
519,МегаФон БО-2 выпуск 3,RU000A1065S5,18,949.5,Высокий,19.23,1000.0,4.0,76.92,1038.42,7.69,https://www.tinkoff.ru/invest/bonds/RU000A1065S5/
520,АФК Система выпуск 8,RU000A0ZYWU3,10,977.2,02.09.2024,38.98,1000.0,2.0,77.96,2338.8,7.8,https://www.tinkoff.ru/invest/bonds/RU000A0ZYWU3/
521,Альфа-Банк 002Р выпуск 10,RU000A102S80,4,977.5,Высокий,26.97,1000.0,2.0,53.94,647.28,5.39,https://www.tinkoff.ru/invest/bonds/RU000A102S80/
522,ПКТ выпуск 2,RU000A0JW5E3,28,751.1,Высокий,0.0,1000.0,2.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JW5E3/
523,Свердловская область 35009,RU000A102CT6,49,900.5,Высокий,13.48,1000.0,4.0,53.92,1981.56,5.39,https://www.tinkoff.ru/invest/bonds/RU000A102CT6/
524,РЖД 001Р выпуск 21,RU000A102QP4,44,844.0,Высокий,29.67,1000.0,2.0,59.34,7832.88,5.93,https://www.tinkoff.ru/invest/bonds/RU000A102QP4/
525,Полюс ПБО-03,RU000A105VC5,52,940.0,Высокий,45.07,1000.0,2.0,90.14,14061.84,9.01,https://www.tinkoff.ru/invest/bonds/RU000A105VC5/
526,АПРИ Флай Плэнинг БО-П4,RU000A102KR3,2,250.5,Низкий,6.96,250.0,4.0,27.84,41.76,11.14,https://www.tinkoff.ru/invest/bonds/RU000A102KR3/
527,Саратовская область выпуск 1,RU000A0ZYG60,13,681.73,Высокий,12.27,700.0,4.0,49.08,478.53,7.01,https://www.tinkoff.ru/invest/bonds/RU000A0ZYG60/
528,Охта Групп выпуск 1,RU000A102HG2,2,999.9,Средний,26.01,1000.0,4.0,104.04,156.06,10.4,https://www.tinkoff.ru/invest/bonds/RU000A102HG2/
529,Сбер Банк 001P-SBER42,RU000A105SD9,17,957.0,Высокий,38.11,1000.0,2.0,76.22,3887.22,7.62,https://www.tinkoff.ru/invest/bonds/RU000A105SD9/
530,Сбербанк,RU000A103G42,33,888.9,Высокий,32.19,1000.0,2.0,64.38,6373.62,6.44,https://www.tinkoff.ru/invest/bonds/RU000A103G42/
531,ВЭБ.РФ ПБО-001Р-34,RU000A105JU2,14,969.7,Высокий,40.54,1000.0,2.0,81.08,3405.36,8.11,https://www.tinkoff.ru/invest/bonds/RU000A105JU2/
532,Альфа-Банк 2Р-21,RU000A105UW5,16,961.1,Высокий,40.72,1000.0,2.0,81.44,3909.12,8.14,https://www.tinkoff.ru/invest/bonds/RU000A105UW5/
533,РН Банк БО-1P выпуск 8,RU000A1030Y7,6,971.2,Высокий,32.19,1000.0,2.0,64.38,1158.84,6.44,https://www.tinkoff.ru/invest/bonds/RU000A1030Y7/
534,НКНХ выпуск 1,RU000A0ZZZ17,26,950.4,16.12.2025,42.28,1000.0,2.0,84.56,6595.68,8.46,https://www.tinkoff.ru/invest/bonds/RU000A0ZZZ17/
535,РСХБ выпуск БО-12-002Р,RU000A106FV6,32,938.0,Высокий,43.15,1000.0,2.0,86.3,8284.8,8.63,https://www.tinkoff.ru/invest/bonds/RU000A106FV6/
536,Сбербанк,RU000A103661,32,892.1,Высокий,31.32,1000.0,2.0,62.64,6013.44,6.26,https://www.tinkoff.ru/invest/bonds/RU000A103661/
537,ИНК-Капитал выпуск 1,RU000A104A39,38,947.2,Высокий,44.46,1000.0,2.0,88.92,10136.88,8.89,https://www.tinkoff.ru/invest/bonds/RU000A104A39/
538,ОФЗ 26227,SU26227RMFS7,9,964.9,Высокий,31.32,1000.0,2.0,62.64,1691.28,6.26,https://www.tinkoff.ru/invest/bonds/SU26227RMFS7/
539,ОФЗ 26229,SU26229RMFS3,25,909.0,Высокий,30.97,1000.0,2.0,61.94,4645.5,6.19,https://www.tinkoff.ru/invest/bonds/SU26229RMFS3/
540,Автодор БО-3 выпуск 3,RU000A105V82,28,962.8,Высокий,44.63,1000.0,2.0,89.26,7497.84,8.93,https://www.tinkoff.ru/invest/bonds/RU000A105V82/
541,Газпромбанк 001P выпуск 11,RU000A100HH4,8,972.5,Высокий,35.93,1000.0,2.0,71.86,1724.64,7.19,https://www.tinkoff.ru/invest/bonds/RU000A100HH4/
542,РЖД ОАО БО 001Р-17R,RU000A1010M4,25,903.0,Высокий,29.23,1000.0,2.0,58.46,4384.5,5.85,https://www.tinkoff.ru/invest/bonds/RU000A1010M4/
543,Хэдхантер выпуск 1,RU000A102GY7,2,989.8,Высокий,13.92,1000.0,4.0,55.68,83.52,5.57,https://www.tinkoff.ru/invest/bonds/RU000A102GY7/
544,Ульяновская область выпуск 3,RU000A102CX8,25,516.67,Средний,7.39,550.0,4.0,29.56,554.25,5.37,https://www.tinkoff.ru/invest/bonds/RU000A102CX8/
545,ВЭБ.РФ ПБО-001Р-19,RU000A101TB0,44,833.3,Высокий,28.54,1000.0,2.0,57.08,7534.56,5.71,https://www.tinkoff.ru/invest/bonds/RU000A101TB0/
546,Роснефть БО-06,RU000A0JUCR3,2,992.9,Высокий,36.37,1000.0,2.0,72.74,436.44,7.27,https://www.tinkoff.ru/invest/bonds/RU000A0JUCR3/
547,ЧТПЗ выпуск 3,RU000A0JXME4,5,990.0,Высокий,20.97,1000.0,4.0,83.88,314.55,8.39,https://www.tinkoff.ru/invest/bonds/RU000A0JXME4/
548,ЕвразХолдинг Финанс 002P-01R,RU000A100P85,9,963.4,Высокий,34.45,1000.0,2.0,68.9,1860.3,6.89,https://www.tinkoff.ru/invest/bonds/RU000A100P85/
549,ОФЗ 26222,SU26222RMFS8,12,952.4,Высокий,30.45,1000.0,2.0,60.9,2192.4,6.09,https://www.tinkoff.ru/invest/bonds/SU26222RMFS8/
550,Новосибирская область выпуск 21,RU000A102895,24,925.0,Высокий,12.62,1000.0,4.0,50.48,908.64,5.05,https://www.tinkoff.ru/invest/bonds/RU000A102895/
551,ГК Самолет выпуск 9,RU000A102RX6,4,989.0,Высокий,39.24,1000.0,2.0,78.48,941.76,7.85,https://www.tinkoff.ru/invest/bonds/RU000A102RX6/
552,СФО ВТБ РКС Эталон,RU000A105G99,78,981.0,Высокий,7.83,1000.0,12.0,93.96,610.74,9.4,https://www.tinkoff.ru/invest/bonds/RU000A105G99/
553,ТомскАдм 8,RU000A102LR1,26,561.54,Средний,8.7,600.0,4.0,34.8,678.6,5.8,https://www.tinkoff.ru/invest/bonds/RU000A102LR1/
554,Озон выпуск 2,RU000A106RJ6,34,1026.3,Высокий,28.19,1000.0,4.0,112.76,2875.38,11.28,https://www.tinkoff.ru/invest/bonds/RU000A106RJ6/
555,РЖД 001Р выпуск 20,RU000A101M04,41,869.9,Средний,31.84,1000.0,2.0,63.68,7832.64,6.37,https://www.tinkoff.ru/invest/bonds/RU000A101M04/
556,ПР-Лизинг выпуск 3,RU000A100Q35,33,992.0,Средний,7.83,1000.0,12.0,93.96,258.39,9.4,https://www.tinkoff.ru/invest/bonds/RU000A100Q35/
557,Нижегородская область,RU000A0ZZUT6,7,196.06,Высокий,3.74,200.0,4.0,14.96,78.54,7.48,https://www.tinkoff.ru/invest/bonds/RU000A0ZZUT6/
558,МТС 1P-20,RU000A104SU6,30,997.0,Высокий,25.4,1000.0,4.0,101.6,2286.0,10.16,https://www.tinkoff.ru/invest/bonds/RU000A104SU6/
559,СИБУР Холдинг 001Р выпуск 1,RU000A104XW2,27,945.5,Высокий,19.84,1000.0,4.0,79.36,1607.04,7.94,https://www.tinkoff.ru/invest/bonds/RU000A104XW2/
560,Сбербанк 2P-SBER44,RU000A1069P3,31,942.5,Высокий,40.54,1000.0,2.0,81.08,7540.44,8.11,https://www.tinkoff.ru/invest/bonds/RU000A1069P3/
561,Газпром Капитал БО-001Р-06,RU000A106AT1,55,931.4,Средний,21.66,1000.0,4.0,86.64,3573.9,8.66,https://www.tinkoff.ru/invest/bonds/RU000A106AT1/
562,ЭкономЛизинг выпуск 3,RU000A1030U5,6,993.1,Средний,24.88,1000.0,4.0,99.52,447.84,9.95,https://www.tinkoff.ru/invest/bonds/RU000A1030U5/
563,ДОМ.РФ 001P-15R,RU000A1065K2,18,955.7,Высокий,38.37,1000.0,2.0,76.74,4143.96,7.67,https://www.tinkoff.ru/invest/bonds/RU000A1065K2/
564,Томск выпуск 7,RU000A1018A2,14,383.28,Средний,6.35,400.0,4.0,25.4,266.7,6.35,https://www.tinkoff.ru/invest/bonds/RU000A1018A2/
565,ОФЗ 26234,SU26234RMFS3,21,881.8,Высокий,19.49,1000.0,2.0,38.98,2455.74,3.9,https://www.tinkoff.ru/invest/bonds/SU26234RMFS3/
566,Норильский Никель БО-001Р выпуск 1,RU000A100VQ6,11,956.1,Высокий,30.45,1000.0,2.0,60.9,2009.7,6.09,https://www.tinkoff.ru/invest/bonds/RU000A100VQ6/
567,Краснодарский край выпуск 2,RU000A0ZZ8X4,20,475.45,Высокий,8.27,500.0,4.0,33.08,496.2,6.62,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ8X4/
568,НОВАТЭК выпуск 1,RU000A106938,31,939.8,Высокий,19.66,1000.0,4.0,78.64,1828.38,7.86,https://www.tinkoff.ru/invest/bonds/RU000A106938/
569,Почта России,RU000A101ZH4,10,953.3,02.08.2024,25.58,1000.0,2.0,51.16,1534.8,5.12,https://www.tinkoff.ru/invest/bonds/RU000A101ZH4/
570,Novabev Group БО-П02,RU000A100L63,9,491.0,Высокий,20.53,500.0,2.0,41.06,1108.62,8.21,https://www.tinkoff.ru/invest/bonds/RU000A100L63/
571,СДЭК-Глобал выпуск 1,RU000A102SM7,4,956.7,Средний,6.79,1000.0,12.0,81.48,27.16,8.15,https://www.tinkoff.ru/invest/bonds/RU000A102SM7/
572,ОФЗ 26207,SU26207RMFS9,40,897.6,Высокий,35.32,1000.0,2.0,70.64,8476.8,7.06,https://www.tinkoff.ru/invest/bonds/SU26207RMFS9/
573,ВЭБ.РФ ПБО-1 выпуск 22,RU000A102FC5,2,989.7,Высокий,25.75,1000.0,2.0,51.5,309.0,5.15,https://www.tinkoff.ru/invest/bonds/RU000A102FC5/
574,АФК Система выпуск 16,RU000A102FS1,43,950.1,03.06.2027,22.27,1000.0,4.0,89.08,2872.83,8.91,https://www.tinkoff.ru/invest/bonds/RU000A102FS1/
575,ОФЗ 26226,SU26226RMFS9,36,901.49,Высокий,34.45,1000.0,2.0,68.9,7441.2,6.89,https://www.tinkoff.ru/invest/bonds/SU26226RMFS9/
576,Газпромбанк 001Р-21Р,RU000A104B46,20,956.5,02.07.2025,40.54,1000.0,2.0,81.08,4864.8,8.11,https://www.tinkoff.ru/invest/bonds/RU000A104B46/
577,ОФЗ 26236,SU26236RMFS8,55,784.0,Высокий,24.71,1000.0,2.0,49.42,8154.3,4.94,https://www.tinkoff.ru/invest/bonds/SU26236RMFS8/
578,Нафтатранс Плюс выпуск 1,RU000A100303,3,10007.0,Средний,84.3,10000.0,12.0,1011.6,252.9,10.12,https://www.tinkoff.ru/invest/bonds/RU000A100303/
579,ОФЗ 26212,SU26212RMFS9,51,840.13,Высокий,30.54,1000.0,2.0,61.08,9345.24,6.11,https://www.tinkoff.ru/invest/bonds/SU26212RMFS9/
580,ОФЗ 26232,SU26232RMFS7,48,815.13,Высокий,26.01,1000.0,2.0,52.02,7490.88,5.2,https://www.tinkoff.ru/invest/bonds/SU26232RMFS7/
581,РУСАЛ Братск выпуск 1,RU000A0JWDN6,30,748.2,Высокий,0.0,1000.0,2.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWDN6/
582,Камчатский край выпуск 1,RU000A0ZZSW4,13,690.41,Высокий,13.66,700.0,4.0,54.64,532.74,7.81,https://www.tinkoff.ru/invest/bonds/RU000A0ZZSW4/
583,Казахстан выпуск 12,RU000A101S08,92,804.0,Средний,34.28,1000.0,2.0,68.56,18922.56,6.86,https://www.tinkoff.ru/invest/bonds/RU000A101S08/
584,ОФЗ 26237,SU26237RMFS6,65,797.0,Высокий,29.06,1000.0,2.0,58.12,11333.4,5.81,https://www.tinkoff.ru/invest/bonds/SU26237RMFS6/
585,Магнит БО-004Р-01,RU000A105KQ8,26,949.9,Высокий,39.67,1000.0,2.0,79.34,6188.52,7.93,https://www.tinkoff.ru/invest/bonds/RU000A105KQ8/
586,Газпромбанк 001Р-22Р,RU000A105GW4,19,943.4,28.05.2025,39.85,1000.0,2.0,79.7,4542.9,7.97,https://www.tinkoff.ru/invest/bonds/RU000A105GW4/
587,Газпром нефть 003P-01R,RU000A101137,13,951.0,Высокий,14.79,1000.0,4.0,59.16,576.81,5.92,https://www.tinkoff.ru/invest/bonds/RU000A101137/
588,Газпром нефть,RU000A0ZYXV9,5,980.8,Высокий,30.45,1000.0,2.0,60.9,913.5,6.09,https://www.tinkoff.ru/invest/bonds/RU000A0ZYXV9/
589,Альфа-Банк 2Р-22,RU000A106268,18,954.6,Высокий,42.28,1000.0,2.0,84.56,4566.24,8.46,https://www.tinkoff.ru/invest/bonds/RU000A106268/
590,Автобан-Финанс выпуск 2,RU000A100733,5,979.9,Высокий,31.41,1000.0,2.0,62.82,942.3,6.28,https://www.tinkoff.ru/invest/bonds/RU000A100733/
591,Артген выпуск 1,RU000A103DT2,2,978.3,Средний,22.62,1000.0,4.0,90.48,135.72,9.05,https://www.tinkoff.ru/invest/bonds/RU000A103DT2/
592,ОФЗ 26223,SU26223RMFS6,4,979.27,Высокий,28.19,1000.0,2.0,56.38,676.56,5.64,https://www.tinkoff.ru/invest/bonds/SU26223RMFS6/
593,Истринская Сыроварня выпуск 2,RU000A106SL0,6,1002.1,Средний,10.35,1000.0,12.0,124.2,62.1,12.42,https://www.tinkoff.ru/invest/bonds/RU000A106SL0/
594,ОФЗ 26224,SU26224RMFS4,67,801.79,Высокий,29.93,1000.0,2.0,59.86,12031.86,5.99,https://www.tinkoff.ru/invest/bonds/SU26224RMFS4/
595,РЖД,RU000A104SX0,42,1001.9,Высокий,51.42,1000.0,2.0,102.84,12957.84,10.28,https://www.tinkoff.ru/invest/bonds/RU000A104SX0/
596,ОФЗ 26242,SU26242RMFS6,70,883.9,Высокий,38.98,1000.0,2.0,77.96,16371.6,7.8,https://www.tinkoff.ru/invest/bonds/SU26242RMFS6/
597,Свердловская область 35008,RU000A101Z17,45,876.5,Высокий,13.22,1000.0,4.0,52.88,1784.7,5.29,https://www.tinkoff.ru/invest/bonds/RU000A101Z17/
598,ПАО НК Роснефть 002P-05,RU000A0ZYVU5,4,982.9,28.02.2024,31.32,1000.0,2.0,62.64,751.68,6.26,https://www.tinkoff.ru/invest/bonds/RU000A0ZYVU5/
599,Казахстан выпуск 8,RU000A101RW0,56,855.3,Средний,33.32,1000.0,2.0,66.64,11195.52,6.66,https://www.tinkoff.ru/invest/bonds/RU000A101RW0/
