,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,НКД,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Осталось выплат,Доходность(% в год),Доходность(все время),Ссылка,Статус квал. инвестора
741,Газпромбанк выпуск 17,RU000A101Z74,991.9,Высокий,76.0,2024-07-31,21.0,55.24,1000.0,2.0,110.48,13.0,11.14,718.0,https://www.tinkoff.ru/invest/bonds/RU000A101Z74/,Не важен / Неизвестно
742,ОФЗ 26240,SU26240RMFS0,640.0,Высокий,148.0,2024-08-14,9.0,29.58,1000.0,2.0,59.16,25.0,9.24,740.0,https://www.tinkoff.ru/invest/bonds/SU26240RMFS0/,Не важен / Неизвестно
743,ОФЗ 26238,SU26238RMFS4,603.5,Высокий,205.0,2024-06-05,22.0,30.45,1000.0,2.0,60.9,34.0,10.09,1035.0,https://www.tinkoff.ru/invest/bonds/SU26238RMFS4/,Не важен / Неизвестно
744,ОФЗ 26230,SU26230RMFS1,660.0,Высокий,179.0,2024-04-03,37.0,33.32,1000.0,2.0,66.64,30.0,10.1,1000.0,https://www.tinkoff.ru/invest/bonds/SU26230RMFS1/,Не важен / Неизвестно
745,ОФЗ 26241,SU26241RMFS8,827.6,Высокий,103.0,2024-05-29,32.0,41.15,1000.0,2.0,82.3,17.0,9.94,700.0,https://www.tinkoff.ru/invest/bonds/SU26241RMFS8/,Не важен / Неизвестно
746,СОПФ Инфраструктурные облигации 03,RU000A105B03,957.5,Высокий,19.0,2024-05-15,37.0,42.89,1000.0,2.0,85.78,3.0,8.96,129.0,https://www.tinkoff.ru/invest/bonds/RU000A105B03/,Не важен / Неизвестно
747,Газпромбанк выпуск 18,RU000A102GJ8,996.9,Высокий,80.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102GJ8/,Не важен / Неизвестно
748,ОФЗ 26239,SU26239RMFS2,724.26,Высокий,87.0,2024-07-31,11.0,29.93,1000.0,2.0,59.86,14.0,8.26,419.0,https://www.tinkoff.ru/invest/bonds/SU26239RMFS2/,Не важен / Неизвестно
749,ОФЗ 46023,SU46023RMFS6,187.394,Высокий,27.0,2024-07-25,3.0,7.05,200.0,2.0,14.1,4.0,7.52,28.0,https://www.tinkoff.ru/invest/bonds/SU46023RMFS6/,Не важен / Неизвестно
750,ОФЗ 26221,SU26221RMFS0,731.79,Высокий,107.0,2024-04-03,37.0,33.32,1000.0,2.0,66.64,18.0,9.11,600.0,https://www.tinkoff.ru/invest/bonds/SU26221RMFS0/,Не важен / Неизвестно
751,ОФЗ 26225,SU26225RMFS1,689.3,Высокий,121.0,2024-05-22,26.0,31.41,1000.0,2.0,62.82,20.0,9.11,628.0,https://www.tinkoff.ru/invest/bonds/SU26225RMFS1/,Не важен / Неизвестно
752,ОФЗ 26233,SU26233RMFS5,604.93,Высокий,135.0,2024-07-31,10.0,26.45,1000.0,2.0,52.9,22.0,8.74,582.0,https://www.tinkoff.ru/invest/bonds/SU26233RMFS5/,Не важен / Неизвестно
753,Удмуртская республика 35002,RU000A0JWT91,965.3,Высокий,29.0,2024-06-22,2.0,22.62,1000.0,4.0,90.48,10.0,9.37,226.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWT91/,Не важен / Неизвестно
754,Гарант-Инвест БО 001P-05,RU000A1005T9,99.98,Средний,0.0,2024-04-05,2.0,2.52,100.0,4.0,10.08,0.0,10.08,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1005T9/,Не важен / Неизвестно
755,ОФЗ 26226,SU26226RMFS9,898.26,Высокий,30.0,2024-04-10,37.0,34.45,1000.0,2.0,68.9,5.0,7.67,172.0,https://www.tinkoff.ru/invest/bonds/SU26226RMFS9/,Не важен / Неизвестно
756,ОФЗ 26235,SU26235RMFS0,688.49,Высокий,83.0,2024-09-18,1.0,25.58,1000.0,2.0,51.16,14.0,7.43,358.0,https://www.tinkoff.ru/invest/bonds/SU26235RMFS0/,Не важен / Неизвестно
757,ОФЗ 26218,SU26218RMFS6,797.0,Высокий,89.0,2024-09-25,1.0,36.8,1000.0,2.0,73.6,15.0,9.23,552.0,https://www.tinkoff.ru/invest/bonds/SU26218RMFS6/,Не важен / Неизвестно
758,ОФЗ 26232,SU26232RMFS7,811.57,Высокий,42.0,2024-04-10,28.0,26.01,1000.0,2.0,52.02,7.0,6.41,182.0,https://www.tinkoff.ru/invest/bonds/SU26232RMFS7/,Не важен / Неизвестно
759,ОФЗ 26207,SU26207RMFS9,891.89,Высокий,34.0,2024-08-07,12.0,35.32,1000.0,2.0,70.64,6.0,7.92,212.0,https://www.tinkoff.ru/invest/bonds/SU26207RMFS9/,Не важен / Неизвестно
760,ОФЗ 26228,SU26228RMFS5,788.19,Высокий,72.0,2024-04-17,34.0,33.15,1000.0,2.0,66.3,12.0,8.41,398.0,https://www.tinkoff.ru/invest/bonds/SU26228RMFS5/,Не важен / Неизвестно
761,ОФЗ 26219,SU26219RMFS4,896.44,Высокий,29.0,2024-09-18,2.0,33.58,1000.0,2.0,67.16,5.0,7.49,168.0,https://www.tinkoff.ru/invest/bonds/SU26219RMFS4/,Не важен / Неизвестно
762,ОФЗ 26236,SU26236RMFS8,779.44,Высокий,49.0,2024-05-22,20.0,24.71,1000.0,2.0,49.42,8.0,6.34,198.0,https://www.tinkoff.ru/invest/bonds/SU26236RMFS8/,Не важен / Неизвестно
763,ОФЗ 26242,SU26242RMFS6,858.11,Высокий,64.0,2024-09-04,6.0,38.98,1000.0,2.0,77.96,11.0,9.09,429.0,https://www.tinkoff.ru/invest/bonds/SU26242RMFS6/,Не важен / Неизвестно
764,ОФЗ 26237,SU26237RMFS6,784.87,Высокий,59.0,2024-09-18,2.0,29.06,1000.0,2.0,58.12,10.0,7.41,291.0,https://www.tinkoff.ru/invest/bonds/SU26237RMFS6/,Не важен / Неизвестно
765,ОФЗ 26224,SU26224RMFS4,786.2,Высокий,61.0,2024-05-29,23.0,29.93,1000.0,2.0,59.86,10.0,7.61,299.0,https://www.tinkoff.ru/invest/bonds/SU26224RMFS4/,Не важен / Неизвестно
766,Саммит 001P-03,RU000A107S85,1002.8,Высокий,33.0,2024-04-13,10.0,14.96,1000.0,12.0,179.52,33.0,17.9,494.0,https://www.tinkoff.ru/invest/bonds/RU000A107S85/,Не важен / Неизвестно
767,РЖД 001Р выпуск 13,RU000A1007Z2,871.9,Высокий,59.0,2024-09-23,1.0,39.41,1000.0,2.0,78.82,10.0,9.04,394.0,https://www.tinkoff.ru/invest/bonds/RU000A1007Z2/,Не важен / Неизвестно
768,ОФЗ 26212,SU26212RMFS9,834.86,Высокий,45.0,2024-07-24,13.0,30.54,1000.0,2.0,61.08,8.0,7.32,244.0,https://www.tinkoff.ru/invest/bonds/SU26212RMFS9/,Не важен / Неизвестно
769,Европлан БО 07,RU000A0JWVL2,981.8,Высокий,29.0,2024-04-02,43.0,38.11,1000.0,2.0,76.22,5.0,7.76,191.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWVL2/,Не важен / Неизвестно
770,Полюс ПБО-03,RU000A105VC5,934.6,Высокий,46.0,2024-08-16,12.0,45.07,1000.0,2.0,90.14,8.0,9.64,361.0,https://www.tinkoff.ru/invest/bonds/RU000A105VC5/,Не важен / Неизвестно
771,Ростелеком 001 выпуск 5,RU000A100881,945.4,Высокий,59.0,2024-09-25,1.0,36.37,1000.0,2.0,72.74,10.0,7.69,364.0,https://www.tinkoff.ru/invest/bonds/RU000A100881/,Не важен / Неизвестно
772,Озон выпуск 1,RU000A1060X6,1011.8,Высокий,23.0,2024-06-26,1.0,28.19,1000.0,4.0,112.76,8.0,11.14,226.0,https://www.tinkoff.ru/invest/bonds/RU000A1060X6/,Не важен / Неизвестно
773,РЖД 001Р выпуск 14,RU000A1008D7,874.6,Высокий,61.0,2024-05-10,35.0,39.41,1000.0,2.0,78.82,10.0,9.01,394.0,https://www.tinkoff.ru/invest/bonds/RU000A1008D7/,Не важен / Неизвестно
774,ОФЗ 29010,SU29010RMFS4,1045.55,Высокий,128.0,2024-06-19,37.0,57.16,1000.0,2.0,114.32,21.0,10.93,1200.0,https://www.tinkoff.ru/invest/bonds/SU29010RMFS4/,Не важен / Неизвестно
775,Калининградская область выпуск 4,RU000A104BC0,930.3,Высокий,56.0,2024-06-20,2.0,20.53,1000.0,4.0,82.12,19.0,8.83,390.0,https://www.tinkoff.ru/invest/bonds/RU000A104BC0/,Не важен / Неизвестно
776,ОФЗ 46020,SU46020RMFS2,673.98,Высокий,142.0,2024-08-14,8.0,29.93,1000.0,2.0,59.86,24.0,8.88,718.0,https://www.tinkoff.ru/invest/bonds/SU46020RMFS2/,Не важен / Неизвестно
777,ИКС 5 Финанс 002Р выпуск 1,RU000A103N76,968.1,Высокий,148.0,2024-09-04,5.0,32.19,1000.0,2.0,64.38,25.0,6.65,805.0,https://www.tinkoff.ru/invest/bonds/RU000A103N76/,Не важен / Неизвестно
778,Урожай выпуск 2,RU000A1037C8,998.7,Низкий,2.0,2024-06-04,8.0,24.88,1000.0,4.0,99.52,1.0,9.96,25.0,https://www.tinkoff.ru/invest/bonds/RU000A1037C8/,Не важен / Неизвестно
779,Совкомбанк СЗО-01,RU000A107B84,82295.5574532,Высокий,,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107B84/,Не важен / Неизвестно
780,Оренбургская область выпуск 4,RU000A0ZYKH5,918.2,Высокий,44.0,2024-06-06,5.0,17.66,1000.0,4.0,70.64,15.0,7.69,265.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYKH5/,Не важен / Неизвестно
781,Альфа-Банк 002Р выпуск 11,RU000A1030D1,996.5,Высокий,0.0,2024-04-18,31.0,30.45,1000.0,2.0,60.9,0.0,6.11,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1030D1/,Не важен / Неизвестно
782,РЕСО-Лизинг БО-П выпуск 19,RU000A103F68,994.0,Высокий,3.0,2024-04-07,5.0,5.92,1000.0,12.0,71.04,3.0,7.15,18.0,https://www.tinkoff.ru/invest/bonds/RU000A103F68/,Не важен / Неизвестно
783,ГМК Норильский никель БО-001Р-07,RU000A1083A6,1003.7,Средний,58.0,2024-04-25,2.0,12.35,1000.0,12.0,148.2,58.0,14.77,716.0,https://www.tinkoff.ru/invest/bonds/RU000A1083A6/,Не важен / Неизвестно
784,Альфа-Банк выпуск 21,RU000A0ZYBM4,1019.2,Высокий,102.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0ZYBM4/,Не важен / Неизвестно
785,Москва выпуск 72,RU000A1030S9,996.6,Высокий,0.0,2024-04-23,28.0,28.36,1000.0,2.0,56.72,0.0,5.69,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1030S9/,Не важен / Неизвестно
786,РЖД,RU000A104SX0,999.9,Высокий,37.0,2024-05-03,48.0,51.42,1000.0,2.0,102.84,6.0,10.29,309.0,https://www.tinkoff.ru/invest/bonds/RU000A104SX0/,Не важен / Неизвестно
787,ЛК Дельта выпуск 1,RU000A103CD8,498.55,Средний,3.0,2024-04-01,,11.31,500.0,4.0,45.24,1.0,9.07,11.0,https://www.tinkoff.ru/invest/bonds/RU000A103CD8/,Не важен / Неизвестно
788,Республика Коми выпуск 14,RU000A0JXUD9,496.35,Высокий,2.0,2024-06-25,1.0,9.74,500.0,4.0,38.96,1.0,7.85,10.0,https://www.tinkoff.ru/invest/bonds/RU000A0JXUD9/,Не важен / Неизвестно
789,Москва выпуск 73,RU000A1030T7,920.7,Высокий,24.0,2024-04-23,31.0,30.45,1000.0,2.0,60.9,4.0,6.61,122.0,https://www.tinkoff.ru/invest/bonds/RU000A1030T7/,Не важен / Неизвестно
790,ИКС 5 ФИНАНС 003P-02,RU000A1075S4,1004.5,Высокий,30.0,2024-03-31,0.0,12.18,1000.0,12.0,146.16,30.0,14.55,365.0,https://www.tinkoff.ru/invest/bonds/RU000A1075S4/,Не важен / Неизвестно
791,РСГ-Финанс выпуск 1,RU000A0JUAG0,1004.1,Средний,19.0,2024-05-14,59.0,67.16,1000.0,2.0,134.32,3.0,13.38,201.0,https://www.tinkoff.ru/invest/bonds/RU000A0JUAG0/,Не важен / Неизвестно
792,ТаксовичкоФ выпуск 2,RU000A1033X3,801.28,Средний,1.0,2024-04-03,8.0,7.39,800.0,12.0,88.68,1.0,11.07,7.0,https://www.tinkoff.ru/invest/bonds/RU000A1033X3/,Не важен / Неизвестно
793,ИКС 5 Финанс 002Р выпуск 1,RU000A103N76,968.1,Высокий,148.0,2024-09-04,5.0,32.19,1000.0,2.0,64.38,25.0,6.65,805.0,https://www.tinkoff.ru/invest/bonds/RU000A103N76/,Не важен / Неизвестно
794,ДиректЛизинг БО 002Р-02,RU000A1078X8,937.21276,Средний,54.0,2024-04-21,4.0,12.62,933.2,12.0,151.44,54.0,16.16,681.0,https://www.tinkoff.ru/invest/bonds/RU000A1078X8/,Не важен / Неизвестно
795,Джетленд БО-01,RU000A107G63,1234.1,Высокий,32.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107G63/,Не важен / Неизвестно
796,АВТОБАН-Финанс выпуск 4,RU000A106K35,982.0,Высокий,51.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106K35/,Не важен / Неизвестно
797,Россети 1P-08R,RU000A105VQ5,1008.7,Высокий,166.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105VQ5/,Не важен / Неизвестно
798,ОФЗ 29009,SU29009RMFS6,1040.98,Высокий,97.0,2024-05-15,43.0,50.29,1000.0,2.0,100.58,16.0,9.66,805.0,https://www.tinkoff.ru/invest/bonds/SU29009RMFS6/,Не важен / Неизвестно
799,Томская область выпуск 62,RU000A0ZYMJ7,245.125,Средний,8.0,2024-06-20,0.0,4.0,250.0,4.0,16.0,3.0,6.53,12.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYMJ7/,Не важен / Неизвестно
800,Новосибирская область выпуск 22,RU000A1043E2,955.8,Высокий,55.0,2024-04-20,17.0,19.57,1000.0,4.0,78.28,18.0,8.19,352.0,https://www.tinkoff.ru/invest/bonds/RU000A1043E2/,Не важен / Неизвестно
801,МСБ-Лизинг 002P выпуск 2,RU000A100DC4,41.899458,Средний,1.0,2024-03-31,0.0,0.35,41.82,12.0,4.2,1.0,10.02,0.0,https://www.tinkoff.ru/invest/bonds/RU000A100DC4/,Не важен / Неизвестно
802,ОФЗ 29008,SU29008RMFS8,1040.08,Высокий,66.0,2024-04-10,48.0,44.63,1000.0,2.0,89.26,11.0,8.58,491.0,https://www.tinkoff.ru/invest/bonds/SU29008RMFS8/,Не важен / Неизвестно
803,Северсталь выпуск 6,RU000A1008W7,999.5,Высокий,59.0,2024-04-02,42.0,37.5,1000.0,2.0,75.0,10.0,7.5,375.0,https://www.tinkoff.ru/invest/bonds/RU000A1008W7/,Не важен / Неизвестно
804,ГТЛК ЗО29-Д,RU000A107D58,79345.9157372,Высокий,58.0,2024-08-27,379.0,1745.83,92262.8,2.0,3491.66,10.0,4.4,17458.0,https://www.tinkoff.ru/invest/bonds/RU000A107D58/,Не важен / Неизвестно
805,Банк Открытие БО-П выпуск 6,RU000A101GR3,933.1,Высокий,10.0,2024-08-27,,0.0,1000.0,2.0,0.0,2.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A101GR3/,Не важен / Неизвестно
806,НЗРМ БО-01,RU000A104EP6,1001.2,Высокий,32.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A104EP6/,Не важен / Неизвестно
807,РСХБ выпуск БО-02-002Р,RU000A1068R1,1006.1,Высокий,25.0,2024-04-24,3.0,12.62,1000.0,12.0,151.44,25.0,15.05,316.0,https://www.tinkoff.ru/invest/bonds/RU000A1068R1/,Не важен / Неизвестно
808,ГТЛК ЗО28-Д,RU000A107CX7,83650.1598828,Высокий,46.0,2024-08-26,430.0,1926.44,92262.8,2.0,3852.88,8.0,4.61,15412.0,https://www.tinkoff.ru/invest/bonds/RU000A107CX7/,Не важен / Неизвестно
809,ГТЛК ЗО27-Д,RU000A107B43,85572.0862696,Высокий,35.0,2024-09-10,250.0,1866.24,92262.8,2.0,3732.48,6.0,4.36,11197.0,https://www.tinkoff.ru/invest/bonds/RU000A107B43/,Не важен / Неизвестно
810,СУЭК-Финанс выпуск 3,RU000A100VG7,975.0,Средний,65.0,2024-09-19,0.0,8.61,1000.0,2.0,17.22,11.0,1.77,95.0,https://www.tinkoff.ru/invest/bonds/RU000A100VG7/,Не важен / Неизвестно
811,ГТЛК ЗО26-Д,RU000A107AQ5,88295.5918628,Высокий,22.0,2024-08-18,545.0,1986.21,92262.8,2.0,3972.42,4.0,4.5,7945.0,https://www.tinkoff.ru/invest/bonds/RU000A107AQ5/,Не важен / Неизвестно
812,МКБ ЗО24-2,RU000A107VW9,92262.8,Средний,2.0,2024-06-25,1752.0,2858.3,92262.8,1.0,2858.3,0.0,3.1,0.0,https://www.tinkoff.ru/invest/bonds/RU000A107VW9/,Не важен / Неизвестно
813,ГТЛК ЗО25-Д,RU000A1078V2,91506.24504,Высокий,12.0,2024-04-17,2501.0,2387.98,92262.8,2.0,4775.96,2.0,5.22,4776.0,https://www.tinkoff.ru/invest/bonds/RU000A1078V2/,Не важен / Неизвестно
814,ПИК-Корпорация выпуск 5,RU000A105146,89732.954024,Высокий,31.0,2024-05-19,1905.0,2251.47,92262.8,2.0,4502.94,5.0,5.02,11257.0,https://www.tinkoff.ru/invest/bonds/RU000A105146/,Не важен / Неизвестно
815,Газпром Капитал ЗО25-1-Е,RU000A105VL6,97611.8803,Высокий,11.0,2025-03-21,131.0,3785.46,99705.7,1.0,3785.46,1.0,3.88,3785.0,https://www.tinkoff.ru/invest/bonds/RU000A105VL6/,Не важен / Неизвестно
816,Газпром Капитал ЗО25-2-Е,RU000A105WJ8,95882.1858164,Высокий,12.0,2024-04-15,2828.0,2558.93,99705.7,1.0,2558.93,1.0,2.67,2559.0,https://www.tinkoff.ru/invest/bonds/RU000A105WJ8/,Не важен / Неизвестно
817,Газпром Капитал ЗО27-1-Е,RU000A105RZ4,86624.31216,Высокий,34.0,2025-02-17,179.0,1301.09,99705.7,1.0,1301.09,3.0,1.5,3903.0,https://www.tinkoff.ru/invest/bonds/RU000A105RZ4/,Не важен / Неизвестно
818,Газпром Капитал ЗО37-1-Д,RU000A105RH2,97640.5218236,Высокий,160.0,2024-08-16,840.0,2924.94,92262.8,2.0,5849.88,27.0,5.99,78973.0,https://www.tinkoff.ru/invest/bonds/RU000A105RH2/,Не важен / Неизвестно
819,МКБ ЗО-2026-02,RU000A107VV1,86500.065512,Средний,29.0,2024-09-21,99.0,1555.56,92262.8,2.0,3111.12,5.0,3.6,7778.0,https://www.tinkoff.ru/invest/bonds/RU000A107VV1/,Не важен / Неизвестно
820,Газпром Капитал ЗО26-1-Е,RU000A105WH2,92526.8896,Высокий,23.0,2025-03-21,74.0,2168.56,99705.7,1.0,2168.56,2.0,2.34,4337.0,https://www.tinkoff.ru/invest/bonds/RU000A105WH2/,Не важен / Неизвестно
821,Газпром Капитал ЗО27-1-ФР,RU000A105XA5,433631.914608,Высокий,39.0,2024-06-30,5901.0,6820.36,509064.0,1.0,6820.36,3.0,1.57,20461.0,https://www.tinkoff.ru/invest/bonds/RU000A105XA5/,Не важен / Неизвестно
822,Газпром 2034,RU000A105A95,107050.8661096,Высокий,120.0,2024-04-28,3382.0,3461.9,92262.8,2.0,6923.8,20.0,6.47,69238.0,https://www.tinkoff.ru/invest/bonds/RU000A105A95/,Не важен / Неизвестно
823,Газпром Капитал ЗО30-1-Д,RU000A105SG2,78330.8404116,Высокий,70.0,2024-08-25,299.0,1304.3,92262.8,2.0,2608.6,12.0,3.33,15652.0,https://www.tinkoff.ru/invest/bonds/RU000A105SG2/,Не важен / Неизвестно
824,Газпром капитал ЗО28-1-Е,RU000A105BY1,82153.8076891,Высокий,55.0,2024-11-17,684.0,1604.71,99705.7,1.0,1604.71,5.0,1.95,8024.0,https://www.tinkoff.ru/invest/bonds/RU000A105BY1/,Не важен / Неизвестно
825,Борец Капитал ЗО-2026,RU000A105GN3,91791.9829316,Высокий,29.0,2024-09-17,214.0,2407.99,92262.8,2.0,4815.98,5.0,5.25,12040.0,https://www.tinkoff.ru/invest/bonds/RU000A105GN3/,Не важен / Неизвестно
826,Газпром капитал ЗО24-1-Е,RU000A105C51,97113.3518,Высокий,7.0,2024-11-22,802.0,1951.67,99705.7,1.0,1951.67,1.0,2.01,1952.0,https://www.tinkoff.ru/invest/bonds/RU000A105C51/,Не важен / Неизвестно
827,Газпром капитал ЗО29-1-Д,RU000A105KU0,79768.0180472,Высокий,57.0,2024-07-27,483.0,1183.9,92262.8,2.0,2367.8,10.0,2.97,11839.0,https://www.tinkoff.ru/invest/bonds/RU000A105KU0/,Не важен / Неизвестно
828,Газпром капитал ЗО31-1-Д,RU000A105JT4,77962.066,Высокий,87.0,2024-07-14,691.0,1404.18,92262.8,2.0,2808.36,14.0,3.6,19659.0,https://www.tinkoff.ru/invest/bonds/RU000A105JT4/,Не важен / Неизвестно
829,Совкомбанк СЗО-04,RU000A107E99,93998.724582,Высокий,72.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107E99/,Не важен / Неизвестно
830,Russia 2047,RU000A0JXU14,16444441.70544,Высокий,278.0,2024-06-23,263723.0,421409.73,18452560.0,2.0,842819.46,46.0,5.13,19384848.0,https://www.tinkoff.ru/invest/bonds/RU000A0JXU14/,Не важен / Неизвестно
831,Газпром Капитал ЗО28-1-Д,RU000A105R62,89485.68972,Высокий,46.0,2024-08-06,697.0,1986.21,92262.8,2.0,3972.42,8.0,4.44,15890.0,https://www.tinkoff.ru/invest/bonds/RU000A105R62/,Не важен / Неизвестно
832,ГТЛК ЗО24-Д,RU000A1077H3,91770.577962,Высокий,2.0,2024-05-31,1589.0,2056.68,92262.8,2.0,4113.36,0.0,4.48,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1077H3/,Не важен / Неизвестно
833,Газпром капитал ЗО27-2-Д,RU000A105JH9,84789.4209372,Высокий,38.0,2024-06-29,707.0,1203.99,92262.8,2.0,2407.98,6.0,2.84,7224.0,https://www.tinkoff.ru/invest/bonds/RU000A105JH9/,Не важен / Неизвестно
834,РУСАЛ AED выпуск 4,RU000A106V57,25248.1878774,Высокий,17.0,2024-09-06,98.0,648.41,25122.6,2.0,1296.82,3.0,5.14,1945.0,https://www.tinkoff.ru/invest/bonds/RU000A106V57/,Не важен / Неизвестно
835,Газпром Капитал ЗО26-1-Д,RU000A105RG4,91340.172,Высокий,22.0,2024-08-11,659.0,2066.86,92262.8,2.0,4133.72,4.0,4.53,8267.0,https://www.tinkoff.ru/invest/bonds/RU000A105RG4/,Не важен / Неизвестно
836,Газпром ЗО27-1-Д,RU000A1056U0,90786.5952,Высокий,35.0,2024-09-23,101.0,1986.21,92262.8,2.0,3972.42,6.0,4.38,11917.0,https://www.tinkoff.ru/invest/bonds/RU000A1056U0/,Не важен / Неизвестно
837,ОФЗ 52002,SU52002RMFS1,1323.35995,Высокий,46.0,2024-08-07,5.0,15.66,1471.25,2.0,31.32,8.0,2.37,125.0,https://www.tinkoff.ru/invest/bonds/SU52002RMFS1/,Не важен / Неизвестно
838,ТМК ЗО-2027,RU000A107JN3,89494.916,Высокий,34.0,2024-08-12,539.0,1725.73,92262.8,2.0,3451.46,6.0,3.86,10354.0,https://www.tinkoff.ru/invest/bonds/RU000A107JN3/,Не важен / Неизвестно
839,ОФЗ 52003,SU52003RMFS9,1141.7827512,Высокий,75.0,2024-07-24,6.0,14.62,1337.64,2.0,29.24,12.0,2.56,175.0,https://www.tinkoff.ru/invest/bonds/SU52003RMFS9/,Не важен / Неизвестно
840,Металлоинвест ЗО-28,RU000A105A04,85112.433,Высокий,54.0,2024-04-22,1375.0,1354.59,92262.8,2.0,2709.18,9.0,3.18,12191.0,https://www.tinkoff.ru/invest/bonds/RU000A105A04/,Не важен / Неизвестно
841,Совкомфлот ЗО-2028,RU000A105A87,87661.3773756,Высокий,48.0,2024-04-26,1529.0,1545.12,92262.8,2.0,3090.24,8.0,3.53,12361.0,https://www.tinkoff.ru/invest/bonds/RU000A105A87/,Не важен / Неизвестно
842,МФК Быстроденьги,RU000A104SJ9,1010.0,Высокий,12.0,2024-04-24,4.0,14.96,1000.0,12.0,179.52,12.0,17.77,180.0,https://www.tinkoff.ru/invest/bonds/RU000A104SJ9/,Не важен / Неизвестно
843,ОФЗ 52004,SU52004RMFS7,1047.170212,Высокий,95.0,2024-09-25,0.0,13.75,1257.56,2.0,27.5,16.0,2.63,220.0,https://www.tinkoff.ru/invest/bonds/SU52004RMFS7/,Не важен / Неизвестно
844,Russia 2035,RU000A1006S9,18314165.8,Высокий,131.0,2024-09-28,7842.0,409369.97,18452560.0,2.0,818739.94,22.0,4.47,9006139.0,https://www.tinkoff.ru/invest/bonds/RU000A1006S9/,Не важен / Неизвестно
845,ОФЗ 52005,SU52005RMFS4,881.296227,Высокий,109.0,2024-05-22,9.0,11.74,1078.83,2.0,23.48,18.0,2.66,211.0,https://www.tinkoff.ru/invest/bonds/SU52005RMFS4/,Не важен / Неизвестно
846,Норильский никель ЗО25-Д,RU000A107BL4,89123.2814416,Высокий,17.0,2024-09-11,131.0,1023.38,92262.8,2.0,2046.76,3.0,2.3,3070.0,https://www.tinkoff.ru/invest/bonds/RU000A107BL4/,Не важен / Неизвестно
847,НЛМК ЗО26-Д,RU000A107EL8,92133.63208,Высокий,26.0,2024-05-30,1457.0,1886.25,92262.8,2.0,3772.5,4.0,4.09,7545.0,https://www.tinkoff.ru/invest/bonds/RU000A107EL8/,Не важен / Неизвестно
848,Лукойл ЗО-30,RU000A1059Q2,86605.245104,Высокий,73.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1059Q2/,Не важен / Неизвестно
849,Лукойл ЗО-31,RU000A1059R0,84697.1581372,Высокий,90.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1059R0/,Не важен / Неизвестно
850,ФосАЗО28-Д,RU000A106G56,84328.1992,Высокий,53.0,2024-09-16,99.0,1043.48,92262.8,2.0,2086.96,9.0,2.47,9391.0,https://www.tinkoff.ru/invest/bonds/RU000A106G56/,Не важен / Неизвестно
851,Автобан-Финанс выпуск 1,RU000A0JXQ51,1002.5,Высокий,0.0,2024-04-19,44.0,43.33,1000.0,2.0,86.66,0.0,8.64,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JXQ51/,Не важен / Неизвестно
852,ЧТПЗ ЗО-2024,RU000A107JY0,91109.515,Высокий,5.0,2024-09-19,138.0,1806.03,92262.8,2.0,3612.06,1.0,3.96,1806.0,https://www.tinkoff.ru/invest/bonds/RU000A107JY0/,Не важен / Неизвестно
853,Лукойл ЗО-27,RU000A1059P4,87880.2247372,Высокий,36.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1059P4/,Не важен / Неизвестно
854,ММК ЗО-2024,RU000A105H64,91986.0116,Высокий,2.0,2024-06-13,1211.0,1756.27,92262.8,2.0,3512.54,0.0,3.82,0.0,https://www.tinkoff.ru/invest/bonds/RU000A105H64/,Не важен / Неизвестно
855,Лукойл ЗО-26,RU000A1059N9,93093.1652,Высокий,31.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1059N9/,Не важен / Неизвестно
856,ФосАгро ЗО25-Д,RU000A106G31,91550.6234468,Высокий,9.0,2024-07-23,531.0,1224.09,92262.8,2.0,2448.18,2.0,2.67,2448.0,https://www.tinkoff.ru/invest/bonds/RU000A106G31/,Не важен / Неизвестно
