,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,НКД,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Осталось выплат,Доходность(% в год),Доходность(все время),Ссылка,Статус квал. инвестора
499,АФК Система выпуск 14,RU000A101XN7,900.8,Высокий,75.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101XN7/,Не важен / Неизвестно
500,МТС 001P-23,RU000A105NA6,958.3,Высокий,8.0,2024-06-19,2.0,18.18,1000.0,4.0,72.72,3.0,7.59,55.0,https://www.tinkoff.ru/invest/bonds/RU000A105NA6/,Не важен / Неизвестно
501,Автодор БО-6 выпуск 1,RU000A106XP1,997.0,Средний,5.0,2024-04-05,27.0,24.88,1000.0,4.0,99.52,2.0,9.98,50.0,https://www.tinkoff.ru/invest/bonds/RU000A106XP1/,Не важен / Неизвестно
502,Карачаево-Черкесская республика выпуск 1,RU000A0ZYL22,487.1,Высокий,8.0,2024-06-12,2.0,9.4,500.0,4.0,37.6,3.0,7.72,28.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYL22/,Не важен / Неизвестно
503,СФО ВТБ РКС Эталон,RU000A105G99,789.821634,Высокий,72.0,2024-04-02,7.0,6.87,847.63,12.0,82.44,72.0,10.44,495.0,https://www.tinkoff.ru/invest/bonds/RU000A105G99/,Не важен / Неизвестно
504,Газпромбанк 001Р-21Р,RU000A104B46,937.8,Высокий,92.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A104B46/,Не важен / Неизвестно
505,ЕвразХолдинг Финанс 002P-01R,RU000A100P85,974.9,Высокий,3.0,2024-07-29,13.0,34.45,1000.0,2.0,68.9,0.0,7.07,0.0,https://www.tinkoff.ru/invest/bonds/RU000A100P85/,Не важен / Неизвестно
506,Европлан БО 05,RU000A1004K1,942.1,Высокий,58.0,2024-08-21,8.0,33.32,1000.0,2.0,66.64,10.0,7.07,333.0,https://www.tinkoff.ru/invest/bonds/RU000A1004K1/,Не важен / Неизвестно
507,Whoosh выпуск 1,RU000A104WS2,986.6,Высокий,14.0,2024-06-26,1.0,29.23,1000.0,4.0,116.92,5.0,11.85,146.0,https://www.tinkoff.ru/invest/bonds/RU000A104WS2/,Не важен / Неизвестно
508,Кировский завод выпуск 2,RU000A102UZ5,990.2,Высокий,23.0,2024-06-13,6.0,29.58,1000.0,4.0,118.32,8.0,11.95,237.0,https://www.tinkoff.ru/invest/bonds/RU000A102UZ5/,Не важен / Неизвестно
509,Европлан 001Р-03,RU000A103KJ8,949.4,Высокий,88.0,2024-08-16,10.0,37.06,1000.0,2.0,74.12,15.0,7.81,556.0,https://www.tinkoff.ru/invest/bonds/RU000A103KJ8/,Не важен / Неизвестно
510,КЛВЗ Кристалл выпуск 1,RU000A105Y14,990.8,Высокий,23.0,2024-06-11,7.0,29.23,1000.0,4.0,116.92,8.0,11.8,234.0,https://www.tinkoff.ru/invest/bonds/RU000A105Y14/,Не важен / Неизвестно
511,Уралкалий выпуск 6,RU000A101GZ6,934.0,Высокий,10.0,2024-08-27,6.0,29.67,1000.0,2.0,59.34,2.0,6.35,59.0,https://www.tinkoff.ru/invest/bonds/RU000A101GZ6/,Не важен / Неизвестно
512,Нижегородская область выпуск 15,RU000A102DS6,895.7,Высокий,25.0,2024-05-21,6.0,13.22,1000.0,4.0,52.88,8.0,5.9,106.0,https://www.tinkoff.ru/invest/bonds/RU000A102DS6/,Не важен / Неизвестно
513,ХК Новотранс 001P-05,RU000A107W06,992.5,Средний,35.0,2024-06-06,9.0,30.88,1000.0,4.0,123.52,12.0,12.45,371.0,https://www.tinkoff.ru/invest/bonds/RU000A107W06/,Не важен / Неизвестно
514,Новотранс выпуск 3,RU000A105CM4,937.2,Высокий,42.0,2024-04-30,19.0,25.32,1000.0,4.0,101.28,14.0,10.81,354.0,https://www.tinkoff.ru/invest/bonds/RU000A105CM4/,Не важен / Неизвестно
515,Промсвязьбанк 003P выпуск 7,RU000A103PE8,972.3,Высокий,5.0,2024-09-10,4.0,35.32,1000.0,2.0,70.64,1.0,7.27,35.0,https://www.tinkoff.ru/invest/bonds/RU000A103PE8/,Не важен / Неизвестно
516,ИКС 5 Финанс выпуск 12,RU000A101UQ6,958.5,Высокий,134.0,2024-06-25,23.0,38.8,1000.0,2.0,77.6,22.0,8.1,854.0,https://www.tinkoff.ru/invest/bonds/RU000A101UQ6/,Не важен / Неизвестно
517,Уральская Сталь выпуск 1,RU000A105Q63,940.0,Высокий,20.0,2024-06-27,28.0,46.81,1000.0,2.0,93.62,3.0,9.96,140.0,https://www.tinkoff.ru/invest/bonds/RU000A105Q63/,Не важен / Неизвестно
518,Республика Башкортостан 34011,RU000A1026B3,642.6,Высокий,17.0,2024-06-26,0.0,8.7,700.0,4.0,34.8,6.0,5.42,52.0,https://www.tinkoff.ru/invest/bonds/RU000A1026B3/,Не важен / Неизвестно
519,Восточная Стивидорная Компания выпуск 2,RU000A104362,886.8,Средний,31.0,2024-05-21,34.0,41.41,1000.0,2.0,82.82,5.0,9.34,207.0,https://www.tinkoff.ru/invest/bonds/RU000A104362/,Не важен / Неизвестно
520,ГТЛК БО-04,RU000A0JVA10,993.3,Высокий,11.0,2024-06-06,9.0,29.93,1000.0,4.0,119.72,4.0,12.05,120.0,https://www.tinkoff.ru/invest/bonds/RU000A0JVA10/,Не важен / Неизвестно
521,РусГидро БО-П08,RU000A105MW2,964.8,Высокий,8.0,2024-06-18,3.0,18.18,1000.0,4.0,72.72,3.0,7.54,55.0,https://www.tinkoff.ru/invest/bonds/RU000A105MW2/,Не важен / Неизвестно
522,Норильский Никель БО-001Р выпуск 2,RU000A105A61,933.5,Высокий,42.0,2024-04-09,46.0,42.28,1000.0,2.0,84.56,7.0,9.06,296.0,https://www.tinkoff.ru/invest/bonds/RU000A105A61/,Не важен / Неизвестно
523,Автодор БО-005P-05,RU000A1078L3,997.4,Высокий,7.0,2024-05-21,15.0,30.45,1000.0,4.0,121.8,2.0,12.21,61.0,https://www.tinkoff.ru/invest/bonds/RU000A1078L3/,Не важен / Неизвестно
524,Совкомбанк Факторинг 001Р-01,RU000A107PN0,1017.0,Средний,57.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107PN0/,Не важен / Неизвестно
525,Автодор БО-006Р-02,RU000A107043,1000.0,Средний,6.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107043/,Не важен / Неизвестно
526,Газпром выпуск 23,RU000A0ZZET0,921.0,Высокий,290.0,2024-07-23,15.0,35.06,1000.0,2.0,70.12,48.0,7.61,1683.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZET0/,Не важен / Неизвестно
527,ПКТ выпуск 2,RU000A0JW5E3,768.6,Высокий,22.0,2024-08-09,,0.0,1000.0,2.0,0.0,4.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JW5E3/,Не важен / Неизвестно
528,Почта России,RU000A104V75,914.9,Высокий,97.0,2024-06-05,36.0,49.42,1000.0,2.0,98.84,16.0,10.8,791.0,https://www.tinkoff.ru/invest/bonds/RU000A104V75/,Не важен / Неизвестно
529,Газпром БО-22,RU000A0ZZES2,922.9,Высокий,290.0,2024-07-23,15.0,35.06,1000.0,2.0,70.12,48.0,7.6,1683.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZES2/,Не важен / Неизвестно
530,Газпром Капитал БО-001P-02,RU000A100LL8,981.4,Высокий,3.0,2024-07-11,17.0,33.76,1000.0,2.0,67.52,0.0,6.88,0.0,https://www.tinkoff.ru/invest/bonds/RU000A100LL8/,Не важен / Неизвестно
531,ТГК-14 выпуск 2,RU000A106MW0,957.1,Средний,39.0,2024-04-30,21.0,27.84,1000.0,4.0,111.36,13.0,11.64,362.0,https://www.tinkoff.ru/invest/bonds/RU000A106MW0/,Не важен / Неизвестно
532,ФПК выпуск 3,RU000A0ZYX69,970.0,Высокий,46.0,2024-08-28,6.0,30.45,1000.0,2.0,60.9,8.0,6.28,244.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYX69/,Не важен / Неизвестно
533,Черкизово выпуск 4,RU000A102LD1,783.3,Высокий,20.0,2024-06-21,,0.17,1000.0,4.0,0.68,7.0,0.09,1.0,https://www.tinkoff.ru/invest/bonds/RU000A102LD1/,Не важен / Неизвестно
534,РусГидро БО-П09,RU000A105SL2,911.1,Высокий,21.0,2024-07-31,15.0,39.85,1000.0,2.0,79.7,4.0,8.75,159.0,https://www.tinkoff.ru/invest/bonds/RU000A105SL2/,Не важен / Неизвестно
535,Газпромбанк 001Р-22Р,RU000A105GW4,941.0,Высокий,103.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105GW4/,Не важен / Неизвестно
536,ГТЛК выпуск 7,RU000A0JW1P8,947.9,Высокий,20.0,2024-06-18,3.0,23.75,1000.0,4.0,95.0,7.0,10.02,166.0,https://www.tinkoff.ru/invest/bonds/RU000A0JW1P8/,Не важен / Неизвестно
537,Европлан 001Р-04,RU000A103S14,386.0,Высокий,11.0,2024-06-25,0.0,7.57,400.0,4.0,30.28,4.0,7.84,30.0,https://www.tinkoff.ru/invest/bonds/RU000A103S14/,Не важен / Неизвестно
538,ВЭБ.РФ ПБО-001Р-34,RU000A105JU2,966.3,Высокий,8.0,2024-06-04,30.0,40.54,1000.0,2.0,81.08,1.0,8.39,41.0,https://www.tinkoff.ru/invest/bonds/RU000A105JU2/,Не важен / Неизвестно
539,Татнефтехим 001P выпуск 1,RU000A103UL3,1002.9,Средний,29.0,2024-05-28,1.0,21.4,1000.0,6.0,128.4,14.0,12.8,300.0,https://www.tinkoff.ru/invest/bonds/RU000A103UL3/,Не важен / Неизвестно
540,Аэрофлот выпуск 1,RU000A103943,886.8,Высокий,26.0,2024-06-13,4.0,18.1,1000.0,4.0,72.4,9.0,8.16,163.0,https://www.tinkoff.ru/invest/bonds/RU000A103943/,Не важен / Неизвестно
541,ФСК Россети БО-4,RU000A0ZYJ91,953.2,Высокий,342.0,2024-05-29,7.0,17.31,1000.0,4.0,69.24,114.0,7.26,1973.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYJ91/,Не важен / Неизвестно
542,Новотранс выпуск 4,RU000A106SP1,956.4,Высокий,28.0,2024-05-28,11.0,26.54,1000.0,4.0,106.16,9.0,11.1,239.0,https://www.tinkoff.ru/invest/bonds/RU000A106SP1/,Не важен / Неизвестно
543,Краснодар,RU000A102KT9,555.9,Высокий,20.0,2024-06-20,1.0,8.7,600.0,4.0,34.8,7.0,6.26,61.0,https://www.tinkoff.ru/invest/bonds/RU000A102KT9/,Не важен / Неизвестно
544,Ульяновская область 34006,RU000A1077U6,1000.6,Средний,25.0,2024-05-16,18.0,31.41,1000.0,4.0,125.64,8.0,12.56,251.0,https://www.tinkoff.ru/invest/bonds/RU000A1077U6/,Не важен / Неизвестно
545,РСХБ выпуск 4,RU000A103N84,1004.0,Высокий,29.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103N84/,Не важен / Неизвестно
546,ГТЛК выпуск 19,RU000A101SD8,800.3,Средний,133.0,2024-06-05,5.0,17.23,1000.0,4.0,68.92,44.0,8.61,758.0,https://www.tinkoff.ru/invest/bonds/RU000A101SD8/,Не важен / Неизвестно
547,ЕвроХим выпуск 8,RU000A101LJ0,937.9,Высокий,12.0,2024-04-16,36.0,34.89,1000.0,2.0,69.78,2.0,7.44,70.0,https://www.tinkoff.ru/invest/bonds/RU000A101LJ0/,Не важен / Неизвестно
548,Альфа-Банк 2Р-22,RU000A106268,954.4,Высокий,12.0,2024-04-06,47.0,42.28,1000.0,2.0,84.56,2.0,8.86,85.0,https://www.tinkoff.ru/invest/bonds/RU000A106268/,Не важен / Неизвестно
549,Сбербанк,RU000A103WV8,967.6,Высокий,7.0,2024-05-17,33.0,38.98,1000.0,2.0,77.96,1.0,8.06,39.0,https://www.tinkoff.ru/invest/bonds/RU000A103WV8/,Не важен / Неизвестно
550,ВТБ Б-1-320,RU000A106M25,983.8,Высокий,3.0,2024-04-27,1.0,6.61,1000.0,12.0,79.32,3.0,8.06,20.0,https://www.tinkoff.ru/invest/bonds/RU000A106M25/,Не важен / Неизвестно
551,Южуралзолото ГК оббП03,RU000A106656,937.6,Высокий,18.0,2024-04-25,43.0,43.59,1000.0,2.0,87.18,3.0,9.3,131.0,https://www.tinkoff.ru/invest/bonds/RU000A106656/,Не важен / Неизвестно
552,Novabev Group БО-П03,RU000A1015E0,480.0,Высокий,8.0,2024-06-04,13.0,17.84,500.0,2.0,35.68,1.0,7.43,18.0,https://www.tinkoff.ru/invest/bonds/RU000A1015E0/,Не важен / Неизвестно
553,ТГК-14 выпуск 001Р-01,RU000A1066J2,993.2,Средний,25.0,2024-05-02,23.0,29.58,1000.0,4.0,118.32,8.0,11.91,237.0,https://www.tinkoff.ru/invest/bonds/RU000A1066J2/,Не важен / Неизвестно
554,РЖД 001Р выпуск 1,RU000A0JXN05,940.6,Высокий,97.0,2024-05-28,31.0,39.24,1000.0,2.0,78.48,16.0,8.34,628.0,https://www.tinkoff.ru/invest/bonds/RU000A0JXN05/,Не важен / Неизвестно
555,Росагролизинг выпуск 2,RU000A102TA0,882.5,Высокий,22.0,2024-08-28,7.0,34.19,1000.0,2.0,68.38,4.0,7.75,137.0,https://www.tinkoff.ru/invest/bonds/RU000A102TA0/,Не важен / Неизвестно
556,МТС выпуск 9,RU000A100A66,970.8,Высокий,6.0,2024-04-15,18.0,18.62,1000.0,4.0,74.48,2.0,7.67,37.0,https://www.tinkoff.ru/invest/bonds/RU000A100A66/,Не важен / Неизвестно
557,Ростелеком 2P-10R,RU000A105UU9,915.0,Высокий,22.0,2024-05-15,11.0,19.92,1000.0,4.0,79.68,7.0,8.71,139.0,https://www.tinkoff.ru/invest/bonds/RU000A105UU9/,Не важен / Неизвестно
558,Автодор выпуск 1,RU000A103NU9,867.7,Высокий,29.0,2024-09-10,4.0,34.45,1000.0,2.0,68.9,5.0,7.94,172.0,https://www.tinkoff.ru/invest/bonds/RU000A103NU9/,Не важен / Неизвестно
559,Новосибирская область выпуск 21,RU000A102895,931.1,Высокий,18.0,2024-04-11,13.0,12.62,1000.0,4.0,50.48,6.0,5.42,76.0,https://www.tinkoff.ru/invest/bonds/RU000A102895/,Не важен / Неизвестно
560,ФЭС-Агро выпуск 2,RU000A1030N0,499.45,Средний,0.0,2024-04-17,11.0,11.92,500.0,4.0,47.68,0.0,9.55,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1030N0/,Не важен / Неизвестно
561,Почта России,RU000A1055Y4,858.8,Высокий,100.0,2024-09-04,6.0,40.11,1000.0,2.0,80.22,17.0,9.34,682.0,https://www.tinkoff.ru/invest/bonds/RU000A1055Y4/,Не важен / Неизвестно
562,Газпромбанк 001P выпуск 11,RU000A100HH4,984.4,Высокий,3.0,2024-07-01,20.0,35.5,1000.0,2.0,71.0,0.0,7.21,0.0,https://www.tinkoff.ru/invest/bonds/RU000A100HH4/,Не важен / Неизвестно
563,Сбербанк,RU000A103WV8,967.6,Высокий,7.0,2024-05-17,33.0,38.98,1000.0,2.0,77.96,1.0,8.06,39.0,https://www.tinkoff.ru/invest/bonds/RU000A103WV8/,Не важен / Неизвестно
564,ИКС 5 ФИНАНС 002Р-02,RU000A105JP2,941.4,Высокий,43.0,2024-05-30,30.0,38.54,1000.0,2.0,77.08,7.0,8.19,270.0,https://www.tinkoff.ru/invest/bonds/RU000A105JP2/,Не важен / Неизвестно
565,Восточная Стивидорная Компания выпуск 4,RU000A106P06,920.0,Средний,51.0,2024-08-02,19.0,52.03,1000.0,2.0,104.06,8.0,11.31,416.0,https://www.tinkoff.ru/invest/bonds/RU000A106P06/,Не важен / Неизвестно
566,Европлан 001Р-01,RU000A102RU2,491.5,Высокий,4.0,2024-05-14,4.0,7.66,500.0,4.0,30.64,1.0,6.23,8.0,https://www.tinkoff.ru/invest/bonds/RU000A102RU2/,Не важен / Неизвестно
567,Саратовская область выпуск 1,RU000A0ZYG60,385.32,Высокий,7.0,2024-05-22,3.0,6.96,400.0,4.0,27.84,2.0,7.23,14.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYG60/,Не важен / Неизвестно
568,Сбер Банк 001P-SBER42,RU000A105SD9,952.3,Высокий,11.0,2024-09-01,7.0,38.11,1000.0,2.0,76.22,2.0,8.0,76.0,https://www.tinkoff.ru/invest/bonds/RU000A105SD9/,Не важен / Неизвестно
569,ФСК Россети 001P-07R,RU000A105PH6,939.8,Высокий,164.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105PH6/,Не важен / Неизвестно
570,АльфаБанк 002Р выпуск 12,RU000A1036E6,987.3,Высокий,2.0,2024-06-04,23.0,31.15,1000.0,2.0,62.3,0.0,6.31,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1036E6/,Не важен / Неизвестно
571,Сбербанк выпуск SbD1R,RU000A103KG4,879.5,Высокий,10.0,,,,1000.0,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103KG4/,Не важен / Неизвестно
572,Черкизово выпуск БО-001Р-05,RU000A105C28,941.3,Высокий,18.0,2024-04-25,18.0,21.58,1000.0,4.0,86.32,6.0,9.17,129.0,https://www.tinkoff.ru/invest/bonds/RU000A105C28/,Не важен / Неизвестно
573,КАМАЗ БО-П11,RU000A107MM9,1004.4,Высокий,21.0,2024-04-24,27.0,31.41,1000.0,4.0,125.64,7.0,12.51,220.0,https://www.tinkoff.ru/invest/bonds/RU000A107MM9/,Не важен / Неизвестно
574,Банк ДОМ.РФ СУБ-Т2-1,RU000A105XG2,9400000.0,Средний,112.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105XG2/,Не важен / Неизвестно
575,Альфа-Банк выпуск 18,RU000A0JX5W4,962.4,Высокий,93.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0JX5W4/,Не важен / Неизвестно
576,Альфа-Банк 2Р-21,RU000A105UW5,958.9,Высокий,10.0,2024-08-18,11.0,40.72,1000.0,2.0,81.44,2.0,8.49,81.0,https://www.tinkoff.ru/invest/bonds/RU000A105UW5/,Не важен / Неизвестно
577,Газпром Капитал БО-001Р-07,RU000A105GE2,925.2,Высокий,19.0,2024-05-16,34.0,39.67,1000.0,2.0,79.34,3.0,8.58,119.0,https://www.tinkoff.ru/invest/bonds/RU000A105GE2/,Не важен / Неизвестно
578,Банк ВТБ (ПАО) Б-1-350,RU000A107JH5,1002.6,Высокий,3.0,2024-04-10,34.0,32.19,1000.0,4.0,128.76,1.0,12.84,32.0,https://www.tinkoff.ru/invest/bonds/RU000A107JH5/,Не важен / Неизвестно
579,ВТБ Б-1-309,RU000A107613,1000.2,Высокий,7.0,2024-05-08,21.0,30.88,1000.0,4.0,123.52,2.0,12.35,62.0,https://www.tinkoff.ru/invest/bonds/RU000A107613/,Не важен / Неизвестно
580,Почта России,RU000A104W17,916.0,Высокий,98.0,2024-06-18,28.0,44.02,1000.0,2.0,88.04,16.0,9.61,704.0,https://www.tinkoff.ru/invest/bonds/RU000A104W17/,Не важен / Неизвестно
581,РУСАЛ Братск выпуск 1,RU000A0JWDN6,751.5,Высокий,24.0,2024-04-09,0.0,0.0,1000.0,2.0,0.0,4.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWDN6/,Не важен / Неизвестно
582,СОПФ Инфраструктурные облигации 05,RU000A1068T7,916.8,Высокий,25.0,2024-05-15,36.0,41.85,1000.0,2.0,83.7,4.0,9.13,167.0,https://www.tinkoff.ru/invest/bonds/RU000A1068T7/,Не важен / Неизвестно
583,ИНК-Капитал выпуск 1,RU000A104A39,907.5,Высокий,32.0,2024-06-14,30.0,44.46,1000.0,2.0,88.92,5.0,9.8,222.0,https://www.tinkoff.ru/invest/bonds/RU000A104A39/,Не важен / Неизвестно
584,ПАО НК Роснефть 002P-04,RU000A0ZYT40,949.9,Высокий,46.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0ZYT40/,Не важен / Неизвестно
585,Трансмашхолдинг ПБО-04,RU000A1018C8,951.0,Высокий,8.0,2024-06-17,20.0,30.1,1000.0,2.0,60.2,1.0,6.33,30.0,https://www.tinkoff.ru/invest/bonds/RU000A1018C8/,Не важен / Неизвестно
586,Новосибирская область,RU000A1011Q3,783.2,Высокий,7.0,2024-04-13,11.0,11.22,800.0,4.0,44.88,2.0,5.73,22.0,https://www.tinkoff.ru/invest/bonds/RU000A1011Q3/,Не важен / Неизвестно
587,ГПБ (АО) БО-17,RU000A0ZYEE5,966.2,Высокий,7.0,2024-04-30,34.0,35.32,1000.0,2.0,70.64,1.0,7.31,35.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYEE5/,Не важен / Неизвестно
588,ВТБ Б-1-231,RU000A103BE8,984.5,Высокий,2.0,2024-06-28,0.0,15.66,1000.0,4.0,62.64,1.0,6.36,16.0,https://www.tinkoff.ru/invest/bonds/RU000A103BE8/,Не важен / Неизвестно
589,АФК Система выпуск 4,RU000A0JWYQ5,985.5,Высокий,31.0,2024-05-03,55.0,58.55,1000.0,2.0,117.1,5.0,11.88,293.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWYQ5/,Не важен / Неизвестно
590,Ростелеком 002P выпуск 8,RU000A104VS4,955.7,Высокий,14.0,2024-06-12,30.0,44.2,1000.0,2.0,88.4,2.0,9.25,88.0,https://www.tinkoff.ru/invest/bonds/RU000A104VS4/,Не важен / Неизвестно
591,Металлоинвест БО выпуск 4,RU000A101EF3,876.5,Высокий,70.0,2024-08-07,9.0,28.36,1000.0,2.0,56.72,12.0,6.47,340.0,https://www.tinkoff.ru/invest/bonds/RU000A101EF3/,Не важен / Неизвестно
592,VK выпуск 1,RU000A103QK3,869.7,Высокий,29.0,2024-09-17,2.0,34.19,1000.0,2.0,68.38,5.0,7.86,171.0,https://www.tinkoff.ru/invest/bonds/RU000A103QK3/,Не важен / Неизвестно
593,МТС выпуск 10,RU000A100HU7,931.7,Высокий,14.0,2024-06-26,1.0,17.31,1000.0,4.0,69.24,5.0,7.43,87.0,https://www.tinkoff.ru/invest/bonds/RU000A100HU7/,Не важен / Неизвестно
594,Novabev Group,RU000A104Y15,917.8,Высокий,39.0,2024-07-09,24.0,46.98,1000.0,2.0,93.96,6.0,10.24,282.0,https://www.tinkoff.ru/invest/bonds/RU000A104Y15/,Не важен / Неизвестно
595,Восточная Стивидорная Компания выпуск 3,RU000A105KR6,913.0,Средний,44.0,2024-06-04,36.0,48.72,1000.0,2.0,97.44,7.0,10.67,341.0,https://www.tinkoff.ru/invest/bonds/RU000A105KR6/,Не важен / Неизвестно
596,Магнит БО-004Р-03,RU000A105TP1,918.6,Высокий,46.0,2024-05-09,13.0,19.92,1000.0,4.0,79.68,15.0,8.67,299.0,https://www.tinkoff.ru/invest/bonds/RU000A105TP1/,Не важен / Неизвестно
597,ИНАРКТИКА выпуск 2,RU000A107W48,1003.0,Средний,34.0,2024-05-31,12.0,30.88,1000.0,4.0,123.52,11.0,12.32,340.0,https://www.tinkoff.ru/invest/bonds/RU000A107W48/,Не важен / Неизвестно
598,Нижегородская область выпуск 16,RU000A1043K9,895.6,Высокий,37.0,2024-05-21,10.0,20.01,1000.0,4.0,80.04,12.0,8.94,240.0,https://www.tinkoff.ru/invest/bonds/RU000A1043K9/,Не важен / Неизвестно
599,ВЭБ.РФ ПБО-001P-18,RU000A1013P1,849.0,Высокий,31.0,2024-05-21,26.0,31.49,1000.0,2.0,62.98,5.0,7.42,157.0,https://www.tinkoff.ru/invest/bonds/RU000A1013P1/,Не важен / Неизвестно
600,РСХБ 08Т1,RU000A0JWV63,998.0,Средний,,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0JWV63/,Не важен / Неизвестно
601,Газпромбанк 1Р-26P,RU000A1064G3,908.0,Высокий,108.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1064G3/,Не важен / Неизвестно
602,РусГидро,RU000A105HC4,924.3,Высокий,19.0,2024-05-24,31.0,38.98,1000.0,2.0,77.96,3.0,8.43,117.0,https://www.tinkoff.ru/invest/bonds/RU000A105HC4/,Не важен / Неизвестно
603,РОСБАНК БО-003P-01,RU000A1062L7,923.5,Высокий,24.0,2024-04-07,47.0,42.89,1000.0,2.0,85.78,4.0,9.29,172.0,https://www.tinkoff.ru/invest/bonds/RU000A1062L7/,Не важен / Неизвестно
604,Газпром нефть 003P-01R,RU000A101137,959.3,Высокий,7.0,2024-05-07,10.0,14.79,1000.0,4.0,59.16,2.0,6.17,30.0,https://www.tinkoff.ru/invest/bonds/RU000A101137/,Не важен / Неизвестно
605,Почта России выпуск 5,RU000A0ZZ5J9,921.3,Высокий,48.0,2024-04-29,41.0,42.89,1000.0,2.0,85.78,8.0,9.31,343.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ5J9/,Не важен / Неизвестно
606,РЖД 001Р выпуск 5,RU000A0ZYU05,886.3,Высокий,106.0,2024-08-13,9.0,31.32,1000.0,2.0,62.64,18.0,7.07,564.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYU05/,Не важен / Неизвестно
607,Промсвязьбанк 003Р-05,RU000A1038F9,987.9,Высокий,2.0,2024-06-07,24.0,32.19,1000.0,2.0,64.38,0.0,6.52,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1038F9/,Не важен / Неизвестно
608,Газпром капитал БО-001Р выпуск 3,RU000A101QM3,911.5,Высокий,13.0,2024-05-28,19.0,24.71,1000.0,2.0,49.42,2.0,5.42,49.0,https://www.tinkoff.ru/invest/bonds/RU000A101QM3/,Не важен / Неизвестно
609,РЖД ОАО БО 001Р-17R,RU000A1010M4,895.0,Высокий,19.0,2024-05-06,27.0,29.23,1000.0,2.0,58.46,3.0,6.53,88.0,https://www.tinkoff.ru/invest/bonds/RU000A1010M4/,Не важен / Неизвестно
610,ФосАгро БО-П01,RU000A106516,916.4,Высокий,24.0,2024-04-19,42.0,40.72,1000.0,2.0,81.44,4.0,8.89,163.0,https://www.tinkoff.ru/invest/bonds/RU000A106516/,Не важен / Неизвестно
611,Интерлизинг выпуск 2,RU000A103RY2,335.172,Высокий,5.0,2024-06-25,0.0,7.22,340.0,4.0,28.88,2.0,8.62,14.0,https://www.tinkoff.ru/invest/bonds/RU000A103RY2/,Не важен / Неизвестно
612,Сбер Банк,RU000A101QW2,986.3,Высокий,2.0,2024-05-31,18.0,24.45,1000.0,2.0,48.9,0.0,4.96,0.0,https://www.tinkoff.ru/invest/bonds/RU000A101QW2/,Не важен / Неизвестно
613,Газпром нефть 003P-05R,RU000A105KP0,926.9,Высокий,20.0,2024-06-04,6.0,19.49,1000.0,4.0,77.96,7.0,8.41,136.0,https://www.tinkoff.ru/invest/bonds/RU000A105KP0/,Не важен / Неизвестно
614,Автодор БО-5 выпуск 3,RU000A106R53,964.0,Высокий,28.0,2024-05-15,15.0,26.36,1000.0,4.0,105.44,9.0,10.94,237.0,https://www.tinkoff.ru/invest/bonds/RU000A106R53/,Не важен / Неизвестно
615,Автодор БО-3 выпуск 2,RU000A104XR2,909.8,Средний,39.0,2024-08-03,16.0,46.11,1000.0,2.0,92.22,6.0,10.14,277.0,https://www.tinkoff.ru/invest/bonds/RU000A104XR2/,Не важен / Неизвестно
616,Альфа-Банк ЗО-02,RU000A107A69,91740.0,Высокий,16.0,2024-08-04,1240.0,341.04,100000.0,2.0,682.08,3.0,0.74,1023.0,https://www.tinkoff.ru/invest/bonds/RU000A107A69/,Не важен / Неизвестно
617,РедСофт2P4,RU000A106CR1,1000.1,Средний,26.0,2024-06-07,9.0,29.58,1000.0,4.0,118.32,9.0,11.83,266.0,https://www.tinkoff.ru/invest/bonds/RU000A106CR1/,Не важен / Неизвестно
